pathway_id,class,calc_version,fuel_producer,facility_name,facility_location,feedstock,fuel_type,ci,fpc,certification_date,applicant_description
T2N-1229,Tier 2,2,SeQuential Pacific Biodiesel LLC,"SeQuential-Pacific Biodiesel, LLC.",Oregon,Used Cooking Oil (UCO),Biodiesel,18.43,BDU241,2018-03-29T00:00:00,"Fuel Producer: SeQuential Pacific Biodiesel LLC (6129) ; Facility Name: SeQuential-Pacific Biodiesel, LLC. (83525); Tier 2 Method 2B Pathway: Biodiesel produced from US sourced uncooked Used Cooking Oil (UCO). Fuel is produced in Portland, Oregon and transported by heavy duty diesel truck to California (Provisional)"
 T1N-1768 ,Tier 1,2,"REG Seneca, LLC","REG Seneca, LLC",Illinois,Used Cooking Oil (UCO),Biodiesel,21.84,BDU242,2018-04-02T00:00:00,"Fuel Producer: REG Seneca, LLC (3652); Facility Name: REG Seneca, LLC (80232); Rendered Used Cooking Oil (UCO), Biodiesel produced in Seneca, Illinois and transported by rail to California"
T1N-1770,Tier 1,2,"REG Seneca, LLC","REG Seneca, LLC",Illinois,Tallow & Animal Fat,Biodiesel,35.79,BDT219,2018-04-02T00:00:00,"Fuel Producer: REG Seneca, LLC (3652) ; Facility Name: REG Seneca, LLC (80232); U.S. sourced rendered Tallow; Biodiesel Produced in Seneca, Illinois and transported by rail to California"
T2N-1242,Tier 2,2,"Dansuk Industrial Co., Ltd","Dansuk Industrial Co., Ltd",South Korea,Used Cooking Oil (UCO),Biodiesel,27,BDU243,2018-04-09T00:00:00,"Fuel Producer: Dansuk Industrial Co., Ltd (5953) ; Facility Name: Dansuk Industrial Co., Ltd (81302); Tier 2 Method 2B Pathway: Rendered Used Cooking Oil (UCO), Biodiesel produced in Shiheung-City, South Korea and transported by ocean tanker to California "
T2N-1236,Tier 2,2,Adkins Energy LLC,"Adkins Energy, LLC",Illinois,Corn Oil,Biodiesel,37.31,BDC214,2018-06-15T00:00:00,"Fuel Producer: Adkins Energy LLC (4767) ; Facility Name: Adkins Energy, LLC (70070); Tier 2 Method 2B Pathway: Midwest sourced corn oil, Biodiesel produced in Lena, Illinois and transported by rail to California (Provisional)"
T2N-1232,Tier 2,2,ASB Biodiesel Hong Kong,ASB Biodiesel Hong Kong,Hong Kong,Used Cooking Oil (UCO),Biodiesel,27.8,BDU245,2018-06-21T00:00:00,"Fuel Producer: ASB Biodiesel Hong Kong (6347) ; Facility Name: ASB Biodiesel Hong Kong (83359); Tier 2 Method 2B Pathway: Rendered Waste Oils and Greases, Biodiesel produced in Hong Kong and transported by ocean tanker to California "
T2N-1202,Tier 2,2,"REG Seneca, LLC","REG Seneca, LLC",Illinois,Used Cooking Oil (UCO),Biodiesel,16.57,BDU244,2018-06-21T00:00:00,"Fuel Producer: REG Seneca, LLC (3652) ; Facility Name: REG Seneca, LLC (80232); Tier 2 Method 2B Pathway: Biodiesel produced from U.S. sourced Non-Rendered Used Cooking Oil (UCO), Fuel produced in Seneca, Illinois and transported by rail to California"
T2N-1243,Tier 2,2,"REG Seneca, LLC","REG Seneca, LLC",Illinois,Used Cooking Oil (UCO),Biodiesel,23.18,BDU246,2018-07-27T00:00:00,"Fuel Producer: REG Seneca, LLC (3652) ; Facility Name: REG Seneca, LLC (80232); Tier 2 Method 2B Pathway: U.S. sourced Brown/Trap Grease as Used Cooking Oil (UCO), Biodiesel produced in Seneca, Illinois and transported by rail to California"
T1N-1835,Tier 1,2,Ag Processing Inc,,Missouri,Soybean Oil,Biodiesel,50.48,BDS213,2018-08-27T00:00:00,"Fuel Producer: Ag Processing Inc (4552) ; Facility Name: AGP Methyl Ester (St Joseph) (81732); Biodiesel produced from Soybean Oil (self-extraction) in St. Joseph, Missouri  and transported by rail to California."
T1N-1855,Tier 1,2,Ag Processing Inc,Ag Processing Inc - Sgt. Bluff,Iowa,Soybean Oil,Biodiesel,50.03,BDS214,2018-08-27T00:00:00,"Fuel Producer: Ag Processing Inc (4552) ; Facility Name: Ag Processing Inc - Sgt. Bluff (81733); Biodiesel produced from Soybean Oil in Sergeant Bluff, Iowa (self-extraction) and transported by rail to California."
T2N-1249,Tier 2,2,Thumb BioEnergy,Thumb BioEnergy,Michigan,Used Cooking Oil (UCO),Biodiesel,20.9,BDU248,2018-09-20T00:00:00,"Fuel Producer: Thumb BioEnergy (3862) ; Facility Name: Thumb BioEnergy (03862); Tier 2 Method 2B Pathway: Locally sourced, Self-Rendered Used Cooking Oil. Biodiesel produced in Sandusky, MI and transported by rail to California "
T1N-1851,Tier 1,2,,Solfuels USA LLC,Arkansas,Soybean Oil,Biodiesel,55.1,BDS215,2018-09-20T00:00:00,"Fuel Producer: Solfuels USA LLC (S357) ; Facility Name: Solfuels USA LLC (82892); Biodiesel produced from Soybean Oil in Helena, Arkansas; Soybean extracted in the Midwest; Fuel transported by rail to California (Provisional)"
T1N-1861,Tier 1,2,"REG Danville, LLC","REG Danville, LLC",Illinois,Tallow & Animal Fat,Biodiesel,36.8,BDT220,2018-09-20T00:00:00,"Fuel Producer: REG Danville, LLC (3723) ; Facility Name: REG Danville, LLC (80216); U.S. sourced rendered Tallow; Biodiesel Produced in Danville, Illinois and transported by rail to California (Provisional)"
T1N-1862,Tier 1,2,"REG Danville, LLC","REG Danville, LLC",Illinois,Used Cooking Oil (UCO),Biodiesel,22.58,BDU249,2018-09-20T00:00:00,"Fuel Producer: REG Danville, LLC (3723) ; Facility Name: REG Danville, LLC (80216); Rendered Used Cooking Oil (UCO), Biodiesel produced in Danville, Illinois and transported by rail to California (Provisional)"
T1N-1860,Tier 1,2,"REG Danville, LLC","REG Danville, LLC",Illinois,Corn Oil,Biodiesel,35.13,BDC215,2018-09-20T00:00:00,"Fuel Producer: REG Danville, LLC (3723) ; Facility Name: REG Danville, LLC (80216); U.S. sourced corn oil, Biodiesel produced in Danville, Illinois and transported by rail to California (Provisional)"
T1N-1832,Tier 1,2,Imperial Western Products,Imperial Western Products,California,Tallow & Animal Fat,Biodiesel,38.36,BDT221,2018-10-15T00:00:00,"Fuel Producer: Imperial Western Products (9871) ; Facility Name: Imperial Western Products (81066); U.S. sourced rendered Tallow; Biodiesel produced in Coachella, California (Provisional)"
T2N-1275,Tier 2,2,"REG Danville, LLC","REG Danville, LLC",Illinois,Used Cooking Oil (UCO),Biodiesel,17.33,BDU250,2018-10-23T00:00:00,"Fuel Producer: REG Danville, LLC (3723) ; Facility Name: REG Danville, LLC (80216); Tier 2 Method 2B Pathway: Biodiesel produced from U.S. sourced Non-Rendered Used Cooking Oil (UCO), Fuel produced in Danville, Illinois and transported by rail to California (Provisional)"
T1N-1865 ,Tier 1,2,,,Michigan,Soybean Oil,Biodiesel,55.74,BDS216,2018-12-21T00:00:00,"Fuel Producer: W2Fuels (LVA Adrian Biofuel LLC) (3251) ; Facility Name: W2Fuels (LVA Adrian Biofuel LLC dba W2Fuel Adrian) (81095; Biodiesel produced from Soybean Oil in Adrian, Michigan  and transported by rail to California (Provisional)"
T2N-1239,Tier 2,2,Neste Renewable Fuels Oy,Neste Renewable Fuels - Porvoo,Finland,Tallow & Animal Fat,Renewable Diesel,45.08,RDT208,2019-01-16T00:00:00,"Fuel Producer: Neste Renewable Fuels Oy (3734) ; Facility Name: Neste Renewable Fuels - Porvoo (80272); Tier 2 Method 2B Pathway: Renewable Diesel produced from Globally Sourced Tallow, Fuel produced in Neste Porvoo Plant and transported by ocean tanker to California"
T2N-1264,Tier 2,2,Neste Renewable Fuels Oy,Neste Renewable Fuels - Porvoo,Finland,Tallow & Animal Fat,Renewable Diesel,51.9,RDT207,2019-01-16T00:00:00,Fuel Producer: Neste Renewable Fuels Oy (3734) ; Facility Name: Neste Renewable Fuels - Porvoo (80272); Tier 2 Method 2B Pathway: Renewable Diesel produced from Globally Sourced Tallow.  Shipped to Sluiskil Pre-treatment site.  Fuel produced in Neste Porvoo Plant and transported to California (Provisional)
T2N-1289,Tier 2,2,Neste Renewable Fuels Oy,Neste Renewable Fuels - Porvoo,Finland,Used Cooking Oil (UCO),Renewable Diesel,30.97,RDU205,2019-01-16T00:00:00,"Fuel Producer: Neste Renewable Fuels Oy (3734) ; Facility Name: Neste Renewable Fuels - Porvoo (80272); Tier 2 Method 2B Pathway: Renewable Diesel produced from Globally Sourced UCO, Fuel produced in Neste Finland Plant and transported by ocean tanker to California (Provisional)"
T2N-1246,Tier 2,2,"Eco Solutions Co., Ltd","Eco Solutions Co., Ltd",South Korea,Used Cooking Oil (UCO),Biodiesel,22.31,BDU251,2019-03-18T00:00:00,"Fuel Producer: Eco Solutions Co., Ltd (6266) ; Facility Name: Eco Solutions Co., Ltd (83159); Tier 2 Method 2B Pathway: Rendered Used Cooking Oil (UCO) sourced in South Korea, Biodiesel produced in Jeongeup-si, South Korea using bottom distillates as thermal energy, and transported by ocean tanker to California (Provisional)"
A008303,Tier 1,3.0,"REG Albert Lea, LLC","REG Albert Lea, LLC",Minnesota,Distillers' Corn Oil  (003),Biodiesel (BIO),24.55,BIO003A00830300,2019-06-07T00:00:00,"Fuel Producer: REG Albert Lea, LLC (4305); Facility Name: REG Albert Lea, LLC (82613); U.S. sourced Distillers’ Corn Oil; Natural Gas, Steam, and Grid Electricity; Biodiesel produced in Glenville, Minnesota and transported by rail to California"
A008304,Tier 1,3.0,"REG Albert Lea, LLC","REG Albert Lea, LLC",Minnesota,Used Cooking Oil/Waste Oil (UCO) (001),Biodiesel (BIO),17.72,BIO001A00830400,2019-06-07T00:00:00,"Fuel Producer: REG Albert Lea, LLC (4305); Facility Name: REG Albert Lea, LLC (82613); U.S. sourced Rendered Used Cooking Oil; Natural Gas, Steam, and Grid Electricity; Biodiesel produced in Glenville, Minnesota and transported by rail to California (3.0)"
A008305,Tier 1,3.0,"REG Albert Lea, LLC","REG Albert Lea, LLC",Minnesota,Used Cooking Oil/Waste Oil (UCO) (001),Biodiesel (BIO),11.99,BIO001A00830500,2019-06-07T00:00:00,"Fuel Producer: REG Albert Lea, LLC (4305); Facility Name: REG Albert Lea, LLC (82613); U.S. sourced Non-Rendered Used Cooking Oil; Natural Gas, Steam, and Grid Electricity; Biodiesel produced in Glenville, Minnesota and transported by rail to California (3.0)"
A008306,Tier 1,3.0,"REG Albert Lea, LLC","REG Albert Lea, LLC",Minnesota,Tallow (animal and poultry fat) (002),Biodiesel (BIO),28.89,BIO002A00830600,2019-06-07T00:00:00,"Fuel Producer: REG Albert Lea, LLC (4305); Facility Name: REG Albert Lea, LLC (82613); U.S. sourced Tallow (Animal Fats); Natural Gas, Steam, and Grid Electricity; Biodiesel produced in Glenville, Minnesota and transported by rail to California"
A010101,Tier 1,3.0,"American Greenfuels, LLC",AMERICAN GREENFUELS LLC,Connecticut,Used Cooking Oil/Waste Oil (UCO) (001),Biodiesel (BIO),21.04,BIO001A01010100,2019-08-05T00:00:00,"Fuel Producer: American Greenfuels, LLC (6341) ; Facility Name: AMERICAN GREENFUELS LLC (83357); New England sourced Rendered UCO; Natural Gas and Grid Electricity; Biodiesel produced in New Haven, Connecticut and transported by rail to California (Provisional)"
 A010901 ,Tier 1,3.0,SIMPLE FUELS BIODIESEL INC,SIMPLE FUELS BIODIESEL,California,Used Cooking Oil/Waste Oil (UCO) (001),Biodiesel (BIO),14.73,BIO001A01090100,2019-09-24T00:00:00,"Fuel Producer: SIMPLE FUELS BIODIESEL INC (3717) ; Facility Name: SIMPLE FUELS BIODIESEL (80207); U.S. sourced, Non-Rendered UCO; Biodiesel and Grid Electricity; Biodiesel produced in Chilcoot, CA; Biodiesel transported by truck to stations in California (Provisional)"
A014101,Tier 1,3.0,High Plains Bioenergy,HPB - St. Joe Biodiesel LLC,Missouri,Distillers' Corn Oil  (003),Biodiesel (BIO),29.4,BIO003A01410100,2019-09-25T00:00:00,"Fuel Producer: High Plains Bioenergy (4846); Facility Name: HPB - St. Joe Biodiesel LLC (80059); Midwest Corn Oil; Biodiesel produced in St. Joe, Missouri; Biodiesel transported by rail to California"
A014102,Tier 1,3.0,High Plains Bioenergy,HPB - St. Joe Biodiesel LLC,Missouri,Tallow (animal and poultry fat) (002),Biodiesel (BIO),34.21,BIO002A01410200,2019-09-25T00:00:00,"Fuel Producer: High Plains Bioenergy (4846); Facility Name: HPB - St. Joe Biodiesel LLC (80059); Rendered Tallow (animal and poultry fat); Biodiesel produced in St. Joe, Missouri; Biodiesel transported by rail to California"
A013101,Tier 1,3.0,"REG Mason City, LLC","REG Mason City, LLC",Iowa,Soybean Oil (005),Biodiesel (BIO),57,BIO005A01310100,2019-10-08T00:00:00,"Fuel Producer: REG Mason City, LLC (6130); Facility Name: REG Mason City, LLC (82968); U.S. sourced Soybean Oil transported by truck; Natural and Grid Electricity; Biodiesel produced in Mason City, Iowa and transported by rail to California"
A013102,Tier 1,3.0,"REG Mason City, LLC","REG Mason City, LLC",Iowa,Canola Oil (006),Biodiesel (BIO),52,BIO006A01310200,2019-10-08T00:00:00,"Fuel Producer: REG Mason City, LLC (6130); Facility Name: REG Mason City, LLC (82968); U.S. sourced Canola Oil transported by truck; Natural and Grid Electricity; Biodiesel produced in Mason City, Iowa and transported by rail to California"
A013103,Tier 1,3.0,"REG Mason City, LLC","REG Mason City, LLC",Iowa,Distillers' Corn Oil  (003),Biodiesel (BIO),27.9,BIO003A01310300,2019-10-08T00:00:00,"Fuel Producer: REG Mason City, LLC (6130); Facility Name: REG Mason City, LLC (82968); U.S. sourced Corn Oil transported by truck; Natural and Grid Electricity; Biodiesel produced in Mason City, Iowa and transported by rail to California"
A013104,Tier 1,3.0,"REG Mason City, LLC","REG Mason City, LLC",Iowa,Used Cooking Oil/Waste Oil (UCO) (001),Biodiesel (BIO),21,BIO001A01310400,2019-10-08T00:00:00,"Fuel Producer: REG Mason City, LLC (6130); Facility Name: REG Mason City, LLC (82968); U.S. sourced Rendered Used Cooking Oil transported by truck; Natural and Grid Electricity; Biodiesel produced in Mason City, Iowa and transported by rail to California"
A013105,Tier 1,3.0,"REG Mason City, LLC","REG Mason City, LLC",Iowa,Used Cooking Oil/Waste Oil (UCO) (001),Biodiesel (BIO),16.2,BIO001A01310500,2019-10-08T00:00:00,"Fuel Producer: REG Mason City, LLC (6130) ; Facility Name: REG Mason City, LLC (82968); U.S. sourced Non-Rendered Used Cooking Oil transported by truck; Natural and Grid Electricity; Biodiesel produced in Mason City, Iowa and transported by rail to California"
A013106,Tier 1,3.0,"REG Mason City, LLC","REG Mason City, LLC",Iowa,Tallow (animal and poultry fat) (002),Biodiesel (BIO),32.5,BIO002A01310600,2019-10-08T00:00:00,"Fuel Producer: REG Mason City, LLC (6130); Facility Name: REG Mason City, LLC (82968); U.S. sourced Rendered Animal Fat Oil transported by truck; Natural and Grid Electricity; Biodiesel produced in Mason City, Iowa and transported by rail to California"
A016501,Tier 1,3.0,NEWPORT BIODIESEL INC,NEWPORT BIODIESEL LLC,Rhode Island,Used Cooking Oil/Waste Oil (UCO) (001),Biodiesel (BIO),15.24,BIO001A01650100,2019-12-16T00:00:00,"Fuel Producer:  NEWPORT BIODIESEL INC (7764); Facility Name: NEWPORT BIODIESEL LLC (83532); Northeast US sourced Self-Rendered Used Cooking Oil transported by truck to Biodiesel plant in Newport, RI; Biodiesel transported by rail to California (Provisional)"
A016502,Tier 1,3.0,NEWPORT BIODIESEL INC,NEWPORT BIODIESEL LLC,Rhode Island,Used Cooking Oil/Waste Oil (UCO) (001),Biodiesel (BIO),18.6,BIO001A01650200,2019-12-16T00:00:00,"Fuel Producer: NEWPORT BIODIESEL INC (7764); Facility Name: NEWPORT BIODIESEL LLC (83532); Northeast US sourced Rendered Used Cooking Oil transported by truck to Biodiesel plant in Newport, RI; Biodiesel transported by rail California (Provisional)"
T2N-1229,Tier 2,2,SeQuential Pacific Biodiesel LLC,"SeQuential-Pacific Biodiesel, LLC.",Oregon,Used Cooking Oil (UCO),Biodiesel,18.71,BDU241R,2019-12-18T00:00:00,"Fuel Producer: SeQuential Pacific Biodiesel LLC (6129) ; Facility Name: SeQuential-Pacific Biodiesel, LLC. (83525); Tier 2 Method 2B Pathway: Biodiesel produced from US sourced uncooked Used Cooking Oil (UCO). Fuel is produced in Portland, Oregon and transported by heavy duty diesel truck to California"
A010501,Tier 1,3.0,"Dansuk Industrial Co., Ltd",Pyeongtaek 2,South Korea,Used Cooking Oil/Waste Oil (UCO) (001),Biodiesel (BIO),27.89,BIO001A01050100,2019-12-17T00:00:00,"Fuel Producer: Dansuk Industrial Co., Ltd (5953); Facility Name: Pyeongtaek 2 (80202); South Korea and Asian sourced Rendered Used Cooking Oil transported by truck to Biodiesel plant in Pyeongtaek, South Korea; Biodiesel transported by rail to California by ocean tanker"
B005402,Tier 2,3.0,Diamond Green Diesel Holdings LLC,Diamond Green Diesel LLC,Louisiana,Used Cooking Oil/Waste Oil (UCO) (001),Renewable Diesel (RND),19.92,RND001B00540200,2019-12-19T00:00:00,"Fuel Producer: Diamond Green Diesel Holdings LLC (6072) ; Facility Name: Diamond Green Diesel LLC (81496); Renewable Diesel produced from U.S. sourced Rendered Used Cooking Oil/Waste Oil; Natural Gas, Grid Electricity and Hydrogen; Renewable Diesel produced in Norco, Louisiana and transported by ocean tanker to California (Provisional)"
B005401,Tier 2,3.0,Diamond Green Diesel Holdings LLC,Diamond Green Diesel LLC,Louisiana,Distillers' Corn Oil  (003),Renewable Diesel (RND),27.42,RND003B00540100,2019-12-19T00:00:00,"Fuel Producer: Diamond Green Diesel Holdings LLC (6072); Facility Name: Diamond Green Diesel LLC (81496); Renewable Diesel produced from U.S. sourced Distillers’ Corn Oil; Natural Gas, Grid Electricity and Hydrogen; Renewable Diesel produced in Norco, Louisiana and transported by ocean tanker to California (Provisional)"
B005403,Tier 2,3.0,Diamond Green Diesel Holdings LLC,Diamond Green Diesel LLC,Louisiana,Tallow (animal and poultry fat) (002),Renewable Diesel (RND),31.86,RND002B00540300,2019-12-19T00:00:00,"Fuel Producer: Diamond Green Diesel Holdings LLC (6072); Facility Name: Diamond Green Diesel LLC (81496); Renewable Diesel produced from U.S. sourced Rendered Tallow (animal and poultry fat); Natural Gas, Grid Electricity and Hydrogen; Renewable Diesel produced in Norco, Louisiana and transported by ocean tanker to California (Provisional)"
A013501,Tier 1,3.0,High Plains Bioenergy,High Plains Bioenergy,Oklahoma,Tallow (animal and poultry fat) (002),Biodiesel (BIO),32.07,BIO002A01350100,2019-12-20T00:00:00,"Fuel Producer: High Plains Bioenergy (4846); Facility Name: High Plains Bioenergy (82883); Biodiesel produced from U.S-sourced Animal Fat; Natural Gas, Electricity; Biodiesel produced in Guymon, Oklahoma, transported by rail to California (Provisional)"
B004501,Tier 2,3.0,"AltAir Paramount, LLC","AltAir Paramount, LLC",California,Tallow (animal and poultry fat) (002),Alternative Jet Fuel (AJF),25.08,AJF002B00450100,2019-12-27T00:00:00,"Fuel Producer: AltAir Paramount, LLC (6281); Facility Name: AltAir Paramount, LLC (83180); Renewable Jet produced from Rendered animal fat from JBS Brooks, Alberta, Canada; Natural Gas, Grid Electricity and Hydrogen; Renewable Jet produced in California (Provisional)"
