26,Attribute_Desc,Geography_Desc,Unit_Desc,Marketing_Year,Timeperiod_Desc,Amount
All wheat,Grain inspections,Eritrea,"1,000 bushels",1997/98,MY Jun-May,955
All wheat,Grain inspections,Former Soviet Union,"1,000 bushels",1997/98,MY Jun-May,18526
All wheat,Grain inspections,Germany,"1,000 bushels",1997/98,MY Jun-May,1157
All wheat,Grain inspections,Grenada,"1,000 bushels",1997/98,MY Jun-May,575
All wheat,Grain inspections,Iceland,"1,000 bushels",1997/98,MY Jun-May,215
All wheat,Grain inspections,Jordan,"1,000 bushels",1997/98,MY Jun-May,14579
All wheat,Grain inspections,Kenya,"1,000 bushels",1997/98,MY Jun-May,1966
All wheat,Grain inspections,Lebanon,"1,000 bushels",1997/98,MY Jun-May,8360
All wheat,Grain inspections,Macedonia,"1,000 bushels",1997/98,MY Jun-May,654
All wheat,Grain inspections,Malta,"1,000 bushels",1997/98,MY Jun-May,708
All wheat,Grain inspections,Mauritania,"1,000 bushels",1997/98,MY Jun-May,73
All wheat,Grain inspections,Mongolia,"1,000 bushels",1997/98,MY Jun-May,404
All wheat,Grain inspections,Morocco,"1,000 bushels",1997/98,MY Jun-May,23008
All wheat,Grain inspections,Mozambique,"1,000 bushels",1997/98,MY Jun-May,3366
All wheat,Grain inspections,Netherlands Antilles,"1,000 bushels",1997/98,MY Jun-May,110
All wheat,Grain inspections,Niger,"1,000 bushels",1997/98,MY Jun-May,50
All wheat,Grain inspections,Norway,"1,000 bushels",1997/98,MY Jun-May,1213
All wheat,Grain inspections,Pakistan,"1,000 bushels",1997/98,MY Jun-May,84155
All wheat,Grain inspections,Poland,"1,000 bushels",1997/98,MY Jun-May,376
All wheat,Grain inspections,St. Vincent And The Grenadines,"1,000 bushels",1997/98,MY Jun-May,1166
All wheat,Grain inspections,Senegal,"1,000 bushels",1997/98,MY Jun-May,287
All wheat,Grain inspections,Slovenia,"1,000 bushels",1997/98,MY Jun-May,1505
All wheat,Grain inspections,Suriname,"1,000 bushels",1997/98,MY Jun-May,409
All wheat,Grain inspections,Switzerland,"1,000 bushels",1997/98,MY Jun-May,331
All wheat,Grain inspections,Togo,"1,000 bushels",1997/98,MY Jun-May,1499
All wheat,Grain inspections,Tunisia,"1,000 bushels",1997/98,MY Jun-May,20475
All wheat,Grain inspections,Turkey,"1,000 bushels",1997/98,MY Jun-May,12040
All wheat,Grain inspections,Uganda,"1,000 bushels",1997/98,MY Jun-May,1488
All wheat,Grain inspections,Yugoslavia,"1,000 bushels",1997/98,MY Jun-May,722
All wheat,Grain inspections,Zaire,"1,000 bushels",1997/98,MY Jun-May,4096
Durum,Grain inspections,El Salvador,"1,000 bushels",1997/98,MY Jun-May,81
Durum,Grain inspections,Belgium,"1,000 bushels",1997/98,MY Jun-May,3845
Durum,Grain inspections,Panama,"1,000 bushels",1997/98,MY Jun-May,347
Durum,Grain inspections,Netherlands,"1,000 bushels",1997/98,MY Jun-May,482
Durum,Grain inspections,Nigeria,"1,000 bushels",1997/98,MY Jun-May,180
Durum,Grain inspections,Venezuela,"1,000 bushels",1997/98,MY Jun-May,2806
Durum,Grain inspections,Algeria,"1,000 bushels",1997/98,MY Jun-May,2573
Durum,Grain inspections,Italy,"1,000 bushels",1997/98,MY Jun-May,12970
Soft white,Grain inspections,Other,"1,000 bushels",1997/98,MY Jun-May,1
Soft white,Grain inspections,Total,"1,000 bushels",1997/98,MY Jun-May,202849
Soft white,Grain inspections,"China, People's Republic","1,000 bushels",1997/98,MY Jun-May,434
Soft white,Grain inspections,Egypt,"1,000 bushels",1997/98,MY Jun-May,4772
Soft white,Grain inspections,Eritrea,"1,000 bushels",1997/98,MY Jun-May,955
Soft white,Grain inspections,Ethiopia,"1,000 bushels",1997/98,MY Jun-May,864
Soft white,Grain inspections,Pakistan,"1,000 bushels",1997/98,MY Jun-May,84155
Soft white,Grain inspections,Venezuela,"1,000 bushels",1997/98,MY Jun-May,16
All wheat,Grain inspections,Belize,"1,000 bushels",1997/98,MY Jun-May,566
All wheat,Grain inspections,Barbados,"1,000 bushels",1997/98,MY Jun-May,987
All wheat,Grain inspections,Singapore,"1,000 bushels",1997/98,MY Jun-May,856
All wheat,Grain inspections,Nicaragua,"1,000 bushels",1997/98,MY Jun-May,4230
All wheat,Grain inspections,Bangladesh,"1,000 bushels",1997/98,MY Jun-May,6063
All wheat,Grain inspections,Cameroon,"1,000 bushels",1997/98,MY Jun-May,441
All wheat,Grain inspections,Iraq,"1,000 bushels",1997/98,MY Jun-May,27919
Hard red spring,Grain inspections,Belgium,"1,000 bushels",1997/98,MY Jun-May,5556
Hard red spring,Grain inspections,Botswana,"1,000 bushels",1997/98,MY Jun-May,585
Hard red spring,Grain inspections,Canary Islands,"1,000 bushels",1997/98,MY Jun-May,688
Hard red spring,Grain inspections,"China, People's Republic","1,000 bushels",1997/98,MY Jun-May,5185
Hard red spring,Grain inspections,Cyprus,"1,000 bushels",1997/98,MY Jun-May,922
Hard red spring,Grain inspections,Egypt,"1,000 bushels",1997/98,MY Jun-May,819
Hard red spring,Grain inspections,Grenada,"1,000 bushels",1997/98,MY Jun-May,440
Hard red spring,Grain inspections,Iceland,"1,000 bushels",1997/98,MY Jun-May,215
Hard red spring,Grain inspections,Ivory Coast,"1,000 bushels",1997/98,MY Jun-May,502
Hard red spring,Grain inspections,Lebanon,"1,000 bushels",1997/98,MY Jun-May,892
Hard red spring,Grain inspections,Malta,"1,000 bushels",1997/98,MY Jun-May,708
Hard red spring,Grain inspections,Mozambique,"1,000 bushels",1997/98,MY Jun-May,2954
Hard red spring,Grain inspections,Netherlands,"1,000 bushels",1997/98,MY Jun-May,534
Hard red spring,Grain inspections,Netherlands Antilles,"1,000 bushels",1997/98,MY Jun-May,73
Hard red spring,Grain inspections,Norway,"1,000 bushels",1997/98,MY Jun-May,1213
Hard red spring,Grain inspections,Rep. of South Africa,"1,000 bushels",1997/98,MY Jun-May,3326
Hard red spring,Grain inspections,St. Vincent And The Grenadines,"1,000 bushels",1997/98,MY Jun-May,1166
Hard red spring,Grain inspections,Senegal,"1,000 bushels",1997/98,MY Jun-May,287
Hard red spring,Grain inspections,Suriname,"1,000 bushels",1997/98,MY Jun-May,409
Hard red spring,Grain inspections,Togo,"1,000 bushels",1997/98,MY Jun-May,1299
Hard red spring,Grain inspections,Turkey,"1,000 bushels",1997/98,MY Jun-May,5243
Hard red spring,Grain inspections,Singapore,"1,000 bushels",1997/98,MY Jun-May,581
Hard red spring,Grain inspections,Belize,"1,000 bushels",1997/98,MY Jun-May,289
Hard red spring,Grain inspections,Guyana,"1,000 bushels",1997/98,MY Jun-May,819
Hard red spring,Grain inspections,Cameroon,"1,000 bushels",1997/98,MY Jun-May,441
Hard red spring,Grain inspections,Nicaragua,"1,000 bushels",1997/98,MY Jun-May,3403
Hard red spring,Grain inspections,Ecuador,"1,000 bushels",1997/98,MY Jun-May,6117
Soft white,Grain inspections,New Zealand,"1,000 bushels",1997/98,MY Jun-May,202
Hard red winter,Grain inspections,Other,"1,000 bushels",1997/98,MY Jun-May,10957
Hard red winter,Grain inspections,Vietnam,"1,000 bushels",1997/98,MY Jun-May,202
Hard red winter,Grain inspections,Guyana,"1,000 bushels",1997/98,MY Jun-May,748
Hard red winter,Grain inspections,Belize,"1,000 bushels",1997/98,MY Jun-May,277
Hard red winter,Grain inspections,Nicaragua,"1,000 bushels",1997/98,MY Jun-May,208
Hard red winter,Grain inspections,Bangladesh,"1,000 bushels",1997/98,MY Jun-May,1268
Soft white,Grain inspections,Bangladesh,"1,000 bushels",1997/98,MY Jun-May,2333
Hard red spring,Grain inspections,Barbados,"1,000 bushels",1997/98,MY Jun-May,760
All wheat,Grain inspections,Spain,"1,000 bushels",1997/98,MY Jun-May,7919
Hard red spring,Grain inspections,Peru,"1,000 bushels",1997/98,MY Jun-May,1228
Hard red winter,Grain inspections,Algeria,"1,000 bushels",1997/98,MY Jun-May,3727
Hard red winter,Grain inspections,Angola,"1,000 bushels",1997/98,MY Jun-May,1542
Hard red winter,Grain inspections,Benin,"1,000 bushels",1997/98,MY Jun-May,611
Hard red winter,Grain inspections,Bosnia-Herc,"1,000 bushels",1997/98,MY Jun-May,1095
Hard red winter,Grain inspections,Cape Verde,"1,000 bushels",1997/98,MY Jun-May,92
Hard red winter,Grain inspections,Congo (Brazzaville),"1,000 bushels",1997/98,MY Jun-May,640
Hard red winter,Grain inspections,Croatia,"1,000 bushels",1997/98,MY Jun-May,1223
Hard red winter,Grain inspections,Egypt,"1,000 bushels",1997/98,MY Jun-May,74295
Hard red winter,Grain inspections,Former Soviet Union,"1,000 bushels",1997/98,MY Jun-May,18526
Hard red winter,Grain inspections,Grenada,"1,000 bushels",1997/98,MY Jun-May,22
Hard red winter,Grain inspections,Jordan,"1,000 bushels",1997/98,MY Jun-May,14579
Hard red winter,Grain inspections,Kenya,"1,000 bushels",1997/98,MY Jun-May,1861
Hard red winter,Grain inspections,Lebanon,"1,000 bushels",1997/98,MY Jun-May,7337
Hard red winter,Grain inspections,Macedonia,"1,000 bushels",1997/98,MY Jun-May,654
Hard red winter,Grain inspections,Mauritania,"1,000 bushels",1997/98,MY Jun-May,73
Hard red winter,Grain inspections,Mongolia,"1,000 bushels",1997/98,MY Jun-May,404
Hard red winter,Grain inspections,Morocco,"1,000 bushels",1997/98,MY Jun-May,807
Hard red winter,Grain inspections,Mozambique,"1,000 bushels",1997/98,MY Jun-May,331
Hard red winter,Grain inspections,Niger,"1,000 bushels",1997/98,MY Jun-May,50
Hard red winter,Grain inspections,Rep. of South Africa,"1,000 bushels",1997/98,MY Jun-May,2661
Hard red winter,Grain inspections,Slovenia,"1,000 bushels",1997/98,MY Jun-May,1505
Hard red winter,Grain inspections,Sri Lanka,"1,000 bushels",1997/98,MY Jun-May,6926
Hard red winter,Grain inspections,Tunisia,"1,000 bushels",1997/98,MY Jun-May,3136
Hard red winter,Grain inspections,Turkey,"1,000 bushels",1997/98,MY Jun-May,3862
Hard red winter,Grain inspections,Uganda,"1,000 bushels",1997/98,MY Jun-May,1286
Hard red winter,Grain inspections,Yugoslavia,"1,000 bushels",1997/98,MY Jun-May,722
Hard red winter,Grain inspections,Zaire,"1,000 bushels",1997/98,MY Jun-May,4096
Hard red spring,Grain inspections,Costa Rica,"1,000 bushels",1997/98,MY Jun-May,4347
Hard red spring,Grain inspections,Ghana,"1,000 bushels",1997/98,MY Jun-May,2712
Hard red spring,Grain inspections,Panama,"1,000 bushels",1997/98,MY Jun-May,2750
All wheat,Grain inspections,Bolivia,"1,000 bushels",1997/98,MY Jun-May,1989
All wheat,Grain inspections,Rep. of South Africa,"1,000 bushels",1997/98,MY Jun-May,7267
All wheat,Grain inspections,Ghana,"1,000 bushels",1997/98,MY Jun-May,4293
All wheat,Grain inspections,United Kingdom,"1,000 bushels",1997/98,MY Jun-May,3852
All wheat,Grain inspections,Haiti,"1,000 bushels",1997/98,MY Jun-May,23
All wheat,Grain inspections,Algeria,"1,000 bushels",1997/98,MY Jun-May,6300
All wheat,Grain inspections,Panama,"1,000 bushels",1997/98,MY Jun-May,4124
All wheat,Grain inspections,Trinidad,"1,000 bushels",1997/98,MY Jun-May,4856
All wheat,Grain inspections,Vietnam,"1,000 bushels",1997/98,MY Jun-May,378
All wheat,Grain inspections,Costa Rica,"1,000 bushels",1997/98,MY Jun-May,6621
All wheat,Grain inspections,Ethiopia,"1,000 bushels",1997/98,MY Jun-May,5287
All wheat,Grain inspections,Israel,"1,000 bushels",1997/98,MY Jun-May,28875
All wheat,Grain inspections,Malaysia,"1,000 bushels",1997/98,MY Jun-May,298
All wheat,Grain inspections,Jamaica,"1,000 bushels",1997/98,MY Jun-May,6721
All wheat,Grain inspections,Sri Lanka,"1,000 bushels",1997/98,MY Jun-May,14459
All wheat,Grain inspections,Honduras,"1,000 bushels",1997/98,MY Jun-May,6212
Soft white,Grain inspections,Singapore,"1,000 bushels",1997/98,MY Jun-May,275
Soft white,Grain inspections,Malaysia,"1,000 bushels",1997/98,MY Jun-May,177
Soft white,Grain inspections,Taiwan,"1,000 bushels",1997/98,MY Jun-May,4224
Soft white,Grain inspections,Sri Lanka,"1,000 bushels",1997/98,MY Jun-May,1929
Soft white,Grain inspections,Thailand,"1,000 bushels",1997/98,MY Jun-May,2664
Soft white,Grain inspections,Yemen,"1,000 bushels",1997/98,MY Jun-May,20129
Soft white,Grain inspections,"Korea, Republic","1,000 bushels",1997/98,MY Jun-May,21661
Soft white,Grain inspections,Japan,"1,000 bushels",1997/98,MY Jun-May,33936
Soft white,Grain inspections,Philippines,"1,000 bushels",1997/98,MY Jun-May,24122
Hard red winter,Grain inspections,Ghana,"1,000 bushels",1997/98,MY Jun-May,1581
Hard red winter,Grain inspections,Trinidad,"1,000 bushels",1997/98,MY Jun-May,1120
All wheat,Grain inspections,Ecuador,"1,000 bushels",1997/98,MY Jun-May,9046
Hard red winter,Grain inspections,Costa Rica,"1,000 bushels",1997/98,MY Jun-May,205
Hard red spring,Grain inspections,Colombia,"1,000 bushels",1997/98,MY Jun-May,1489
Hard red spring,Grain inspections,Trinidad,"1,000 bushels",1997/98,MY Jun-May,2120
Hard red spring,Grain inspections,Spain,"1,000 bushels",1997/98,MY Jun-May,7919
Hard red spring,Grain inspections,Vietnam,"1,000 bushels",1997/98,MY Jun-May,176
Hard red spring,Grain inspections,Guatemala,"1,000 bushels",1997/98,MY Jun-May,895
Hard red spring,Grain inspections,United Kingdom,"1,000 bushels",1997/98,MY Jun-May,3852
Hard red spring,Grain inspections,Honduras,"1,000 bushels",1997/98,MY Jun-May,2838
Hard red spring,Grain inspections,El Salvador,"1,000 bushels",1997/98,MY Jun-May,3014
Hard red spring,Grain inspections,Jamaica,"1,000 bushels",1997/98,MY Jun-May,3058
Hard red spring,Grain inspections,Nigeria,"1,000 bushels",1997/98,MY Jun-May,243
Hard red spring,Grain inspections,Malaysia,"1,000 bushels",1997/98,MY Jun-May,121
Hard red spring,Grain inspections,Dominican Republic,"1,000 bushels",1997/98,MY Jun-May,8149
Hard red spring,Grain inspections,Mexico,"1,000 bushels",1997/98,MY Jun-May,431
Hard red spring,Grain inspections,Italy,"1,000 bushels",1997/98,MY Jun-May,10685
Hard red spring,Grain inspections,Venezuela,"1,000 bushels",1997/98,MY Jun-May,11858
Hard red spring,Grain inspections,Thailand,"1,000 bushels",1997/98,MY Jun-May,4950
All wheat,Grain inspections,Egypt,"1,000 bushels",1997/98,MY Jun-May,183060
All wheat,Grain inspections,Guatemala,"1,000 bushels",1997/98,MY Jun-May,2426
All wheat,Grain inspections,Yemen,"1,000 bushels",1997/98,MY Jun-May,20129
Hard red winter,Grain inspections,Bolivia,"1,000 bushels",1997/98,MY Jun-May,1989
Hard red winter,Grain inspections,Iraq,"1,000 bushels",1997/98,MY Jun-May,27919
Hard red winter,Grain inspections,Haiti,"1,000 bushels",1997/98,MY Jun-May,23
Hard red winter,Grain inspections,Ecuador,"1,000 bushels",1997/98,MY Jun-May,2345
Hard red winter,Grain inspections,Honduras,"1,000 bushels",1997/98,MY Jun-May,1091
Hard red winter,Grain inspections,Thailand,"1,000 bushels",1997/98,MY Jun-May,1075
All wheat,Grain inspections,El Salvador,"1,000 bushels",1997/98,MY Jun-May,6245
Hard red winter,Grain inspections,Israel,"1,000 bushels",1997/98,MY Jun-May,27322
Hard red winter,Grain inspections,Ethiopia,"1,000 bushels",1997/98,MY Jun-May,3652
Hard red winter,Grain inspections,El Salvador,"1,000 bushels",1997/98,MY Jun-May,1148
Hard red winter,Grain inspections,Guatemala,"1,000 bushels",1997/98,MY Jun-May,656
Hard red winter,Grain inspections,Chile,"1,000 bushels",1997/98,MY Jun-May,1455
Hard red winter,Grain inspections,Dominican Republic,"1,000 bushels",1997/98,MY Jun-May,50
Soft red winter,Grain inspections,Other,"1,000 bushels",1997/98,MY Jun-May,930
Soft red winter,Grain inspections,Total,"1,000 bushels",1997/98,MY Jun-May,176540
All wheat,Grain inspections,Chile,"1,000 bushels",1997/98,MY Jun-May,1455
All wheat,Grain inspections,Dominican Republic,"1,000 bushels",1997/98,MY Jun-May,9643
All wheat,Grain inspections,Peru,"1,000 bushels",1997/98,MY Jun-May,9402
All wheat,Grain inspections,Venezuela,"1,000 bushels",1997/98,MY Jun-May,21005
All wheat,Grain inspections,Thailand,"1,000 bushels",1997/98,MY Jun-May,8689
All wheat,Grain inspections,Italy,"1,000 bushels",1997/98,MY Jun-May,23655
All wheat,Grain inspections,Colombia,"1,000 bushels",1997/98,MY Jun-May,15614
All wheat,Grain inspections,Taiwan,"1,000 bushels",1997/98,MY Jun-May,35811
All wheat,Grain inspections,"Korea, Republic","1,000 bushels",1997/98,MY Jun-May,51446
All wheat,Grain inspections,Philippines,"1,000 bushels",1997/98,MY Jun-May,56250
All wheat,Grain inspections,Nigeria,"1,000 bushels",1997/98,MY Jun-May,29432
All wheat,Grain inspections,Japan,"1,000 bushels",1997/98,MY Jun-May,123526
Durum,Grain inspections,Total,"1,000 bushels",1997/98,MY Jun-May,45137
Soft red winter,Grain inspections,Bangladesh,"1,000 bushels",1997/98,MY Jun-May,2462
Soft red winter,Grain inspections,Canary Islands,"1,000 bushels",1997/98,MY Jun-May,303
Soft red winter,Grain inspections,Cape Verde,"1,000 bushels",1997/98,MY Jun-May,92
Soft red winter,Grain inspections,"China, People's Republic","1,000 bushels",1997/98,MY Jun-May,8341
Soft red winter,Grain inspections,Ethiopia,"1,000 bushels",1997/98,MY Jun-May,771
Soft red winter,Grain inspections,Grenada,"1,000 bushels",1997/98,MY Jun-May,113
Soft red winter,Grain inspections,Guyana,"1,000 bushels",1997/98,MY Jun-May,113
Soft red winter,Grain inspections,Kenya,"1,000 bushels",1997/98,MY Jun-May,105
Soft red winter,Grain inspections,Lebanon,"1,000 bushels",1997/98,MY Jun-May,131
Soft red winter,Grain inspections,Morocco,"1,000 bushels",1997/98,MY Jun-May,17991
Soft red winter,Grain inspections,Mozambique,"1,000 bushels",1997/98,MY Jun-May,81
Soft red winter,Grain inspections,Netherlands Antilles,"1,000 bushels",1997/98,MY Jun-May,37
Soft red winter,Grain inspections,Sri Lanka,"1,000 bushels",1997/98,MY Jun-May,5604
Soft red winter,Grain inspections,Togo,"1,000 bushels",1997/98,MY Jun-May,200
Soft red winter,Grain inspections,Tunisia,"1,000 bushels",1997/98,MY Jun-May,3509
Soft red winter,Grain inspections,Turkey,"1,000 bushels",1997/98,MY Jun-May,2935
Soft red winter,Grain inspections,Uganda,"1,000 bushels",1997/98,MY Jun-May,202
Soft red winter,Grain inspections,Barbados,"1,000 bushels",1997/98,MY Jun-May,227
Hard red winter,Grain inspections,"Korea, Republic","1,000 bushels",1997/98,MY Jun-May,15951
Hard red winter,Grain inspections,Taiwan,"1,000 bushels",1997/98,MY Jun-May,10557
Hard red winter,Grain inspections,Venezuela,"1,000 bushels",1997/98,MY Jun-May,2855
Hard red winter,Grain inspections,Peru,"1,000 bushels",1997/98,MY Jun-May,6270
Hard red winter,Grain inspections,Colombia,"1,000 bushels",1997/98,MY Jun-May,10422
Hard red winter,Grain inspections,Japan,"1,000 bushels",1997/98,MY Jun-May,39280
Hard red winter,Grain inspections,Mexico,"1,000 bushels",1997/98,MY Jun-May,26772
Hard red winter,Grain inspections,Nigeria,"1,000 bushels",1997/98,MY Jun-May,26597
All wheat,Grain inspections,Total,"1,000 bushels",1997/98,MY Jun-May,1037662
Hard red spring,Grain inspections,"Korea, Republic","1,000 bushels",1997/98,MY Jun-May,13834
Hard red spring,Grain inspections,Taiwan,"1,000 bushels",1997/98,MY Jun-May,20914
Durum,Grain inspections,Botswana,"1,000 bushels",1997/98,MY Jun-May,110
Durum,Grain inspections,Taiwan,"1,000 bushels",1997/98,MY Jun-May,116
Durum,Grain inspections,Colombia,"1,000 bushels",1997/98,MY Jun-May,90
Durum,Grain inspections,Cyprus,"1,000 bushels",1997/98,MY Jun-May,543
Durum,Grain inspections,Dominican Republic,"1,000 bushels",1997/98,MY Jun-May,541
Durum,Grain inspections,Germany,"1,000 bushels",1997/98,MY Jun-May,1157
Durum,Grain inspections,Honduras,"1,000 bushels",1997/98,MY Jun-May,382
Durum,Grain inspections,Morocco,"1,000 bushels",1997/98,MY Jun-May,4210
Durum,Grain inspections,Peru,"1,000 bushels",1997/98,MY Jun-May,201
Durum,Grain inspections,Poland,"1,000 bushels",1997/98,MY Jun-May,376
Durum,Grain inspections,Rep. of South Africa,"1,000 bushels",1997/98,MY Jun-May,483
Durum,Grain inspections,Switzerland,"1,000 bushels",1997/98,MY Jun-May,331
Durum,Grain inspections,Tunisia,"1,000 bushels",1997/98,MY Jun-May,12588
Hard red spring,Grain inspections,Japan,"1,000 bushels",1997/98,MY Jun-May,50310
