Commodity_Desc,Attribute_Desc,Attribute_Desc2,Geography_Desc,Unit_Desc,Marketing_Year,Timeperiod_Desc,Amount
"All wheat","Average price received by farmers","All wheat average price received by farmers dollars per bushel","United States","Dollars per bushel","1921/22","Mar",1.17
"All wheat","Average price received by farmers","All wheat average price received by farmers dollars per bushel","United States","Dollars per bushel","1921/22","May",1.19
"All wheat","Average price received by farmers","All wheat average price received by farmers dollars per bushel","United States","Dollars per bushel","1921/22","MY Jun-May Weighted-average farm price",1.03
"All wheat","Average price received by farmers","All wheat average price received by farmers dollars per bushel","United States","Dollars per bushel","1921/22","Nov",0.934
"All wheat","Average price received by farmers","All wheat average price received by farmers dollars per bushel","United States","Dollars per bushel","1921/22","Oct",0.999
"All wheat","Average price received by farmers","All wheat average price received by farmers dollars per bushel","United States","Dollars per bushel","1921/22","Sep",1.03
"All wheat","Average price received by farmers","All wheat average price received by farmers dollars per bushel","United States","Dollars per bushel","1922/23","Apr",1.08
"All wheat","Average price received by farmers","All wheat average price received by farmers dollars per bushel","United States","Dollars per bushel","1922/23","Aug",0.926
"All wheat","Average price received by farmers","All wheat average price received by farmers dollars per bushel","United States","Dollars per bushel","1922/23","Dec",1.03
"All wheat","Average price received by farmers","All wheat average price received by farmers dollars per bushel","United States","Dollars per bushel","1922/23","Feb",1.04
"All wheat","Average price received by farmers","All wheat average price received by farmers dollars per bushel","United States","Dollars per bushel","1922/23","Jan",1.05
"All wheat","Average price received by farmers","All wheat average price received by farmers dollars per bushel","United States","Dollars per bushel","1922/23","Jul",0.998
"All wheat","Average price received by farmers","All wheat average price received by farmers dollars per bushel","United States","Dollars per bushel","1922/23","Jun",1.1
"All wheat","Average price received by farmers","All wheat average price received by farmers dollars per bushel","United States","Dollars per bushel","1922/23","Mar",1.06
"All wheat","Average price received by farmers","All wheat average price received by farmers dollars per bushel","United States","Dollars per bushel","1922/23","May",1.08
"All wheat","Average price received by farmers","All wheat average price received by farmers dollars per bushel","United States","Dollars per bushel","1922/23","MY Jun-May Weighted-average farm price",0.961
"All wheat","Average price received by farmers","All wheat average price received by farmers dollars per bushel","United States","Dollars per bushel","1922/23","Nov",0.994
"All wheat","Average price received by farmers","All wheat average price received by farmers dollars per bushel","United States","Dollars per bushel","1922/23","Oct",0.941
"All wheat","Average price received by farmers","All wheat average price received by farmers dollars per bushel","United States","Dollars per bushel","1922/23","Sep",0.892
"All wheat","Average price received by farmers","All wheat average price received by farmers dollars per bushel","United States","Dollars per bushel","1923/24","Apr",0.958
"All wheat","Average price received by farmers","All wheat average price received by farmers dollars per bushel","United States","Dollars per bushel","1923/24","Aug",0.864
"All wheat","Average price received by farmers","All wheat average price received by farmers dollars per bushel","United States","Dollars per bushel","1923/24","Dec",0.945
"All wheat","Average price received by farmers","All wheat average price received by farmers dollars per bushel","United States","Dollars per bushel","1923/24","Feb",0.98
"All wheat","Average price received by farmers","All wheat average price received by farmers dollars per bushel","United States","Dollars per bushel","1923/24","Jan",0.967
"All wheat","Average price received by farmers","All wheat average price received by farmers dollars per bushel","United States","Dollars per bushel","1923/24","Jul",0.896
"All wheat","Average price received by farmers","All wheat average price received by farmers dollars per bushel","United States","Dollars per bushel","1923/24","Jun",1.01
"All wheat","Average price received by farmers","All wheat average price received by farmers dollars per bushel","United States","Dollars per bushel","1923/24","Mar",0.988
"All wheat","Average price received by farmers","All wheat average price received by farmers dollars per bushel","United States","Dollars per bushel","1923/24","May",0.968
