,File Name,Report End Date,Report Title
3779,ams_3779,10/23/2024,Maryland Farmers Market Report - Montgomery County
3782,ams_3782,10/23/2024,Maryland Farmers Market Report - Garrett County
3459,ams_3459,10/19/2024,"Ericson Livestock Market Cattle Video Auction - Ericson, NE"
2881,agwfoodservice,10/15/2024,Weekly National Food Service Pricing Report (AGWFOODSERVICE)
2086,ams_2086,10/11/2024,"Cleveland County Agriculture & Livestock Exchange Sheep and Goat Auction - Shelby,"
3407,ams_3407,10/12/2024,"South Alabama Stockyards Replacement Cattle Special - Brundidge, AL"
2258,ams_2258,10/7/2024,"Carroll County Livestock Board Sale - Carrollton, GA"
2378,ams_2378,10/1/2024,"Producers Livestock Auction Feeder Cattle Special - Salina, UT"
3682,pn_fv005,9/30/2024,PENNSYLVANIA REGION 5 FARMERS MARKET SUMMARY
3684,pn_fv007,9/30/2024,PENNSYLVANIA REGION 7 FARMERS MARKET SUMMARY
3680,pn_fv003,9/30/2024,PENNSYLVANIA REGION 3 FARMERS MARKET SUMMARY
3681,pn_fv004,9/30/2024,PENNSYLVANIA REGION 4 FARMERS MARKET SUMMARY
3683,pn_fv006,9/30/2024,PENNSYLVANIA REGION 6 FARMERS MARKET SUMMARY
3788,pn_fv001,9/30/2024,PENNSYLVANIA REGION 1 FARMERS MARKET SUMMARY
3685,pn_fv002,9/30/2024,PENNSYLVANIA REGION 2 FARMERS MARKET SUMMARY
1424,ams_1424,9/23/2024,"Ocala Livestock Auction - Ocala, FL"
1925,ams_1925,9/19/2024,"Pennsylvania Livestock Auction - Waynesburg, PA"
2238,ams_2238,9/13/2024,"Springlake Feeder Cattle Board Sale - Moneta, VA"
3780,ams_3780,9/17/2024,Maryland Farmers Market Report - St. Marys County
3344,dybdaintl,9/13/2024,International Dairy Price Summary (PDF) (DYBDAINTL)
3687,pn_da002,9/3/2024,Pennsylvania Region 2 Farmers Market - Dairy
3690,pn_da007,9/3/2024,Pennsylvania Region 7 Farmers Market - Dairy
3688,pn_da004,9/3/2024,Pennsylvania Region 4 Farmers Market - Dairy
3689,pn_da005,8/26/2024,Pennsylvania Region 5 Farmers Market - Dairy
3169,on_fv175,8/12/2024,Onley Fruit and Vegetable Shipments (Movement) by Package Report (ON_FV175)
1421,ams_1421,7/16/2024,"Sumter County Livestock Auction - Webster, FL"
3418,ams_3418,7/11/2024,"Valentine Livestock Auction Video Sale - Valentine, NE"
1962,ams_1962,6/18/2024,"Cullman Stockyard Feeder Cattle Board Sale - Cullman, AL"
1929,ams_1929,6/5/2024,"Jackson Regional Stockyard Dairy Sale - Jackson, GA"
2729,nw_py007,5/31/2024,International: Weekly US/Canadian Live Poultry Slaughtered Under Federal Inspection
2879,lswlpgmrkthighlight,5/28/2024,"Weekly Livestock, Poultry & Grain Market Highlights (LSWLPGMrktHighlight)"
2739,aj_py007,5/28/2024,Shell Eggs: Weekly New England Shell Eggs (Tue) (AJ_PY007)
2822,nw_py032,5/28/2024,International: Weekly Canadian Eggs (Mon) (NW_PY032)
3759,th_fv110,5/22/2024,Thomasville Shipping Point Fruit Prices (TH_FV110)
3136,ix_fv156,5/15/2024,"Shipping Point Tropical F&V Report - Phoenix, AZ (IX_FV156)"
3131,ix_fv157,5/15/2024,"Shipping Point Asian Vegetables Report - Phoenix, AZ (IX_FV157)"
3132,ix_fv155,5/15/2024,"Shipping Point Herb Report - Phoenix, AZ (IX_FV155)"
2996,dyaannualsummary,5/14/2024,Dairy Market News Annual Report (DYAANNUALSUMMARY)
3035,mh_fv156,5/13/2024,"Shipping Point Tropical F&V Report - Miami, FL (MH_FV156)"
3137,wa_fv101,5/8/2024,"Shipping Point Fruit Recap Report - Phoenix, AZ (WA_FV101)"
3138,wa_fv102,5/8/2024,"Shipping Point Vegetable Recap Report - Phoenix, AZ (WA_FV102)"
2927,wa_fv103,5/8/2024,"Shipping Point Onion and Potato Recap Report - Phoenix, AZ (WA_FV103)"
1981,ams_1981,4/27/2024,"Empire Feeder and Replacement Cattle Special - Cherry Creek, NY"
2002,ams_2002,4/17/2024,"Livingston Stockyard - Livingston, AL"
1796,ams_1796,4/9/2024,"Thomasville Stockyard Feeder Cattle Board Sale - Thomasville, GA"
2712,lswtxrecap,4/4/2024,Texas Weekly Recap (LSWTXRECAP)
2864,nw_gr910,4/2/2024,Iowa Production Cost Report (Bi-Weekly) CSV (NW_GR910)
2236,ams_2236,3/25/2024,"New Wilmington Livestock Auction Special Feeder Cattle Sale ? New Wilmington, PA"
3730,ams_3730,3/25/2024,"High Plains Hay Exchange ? Torrington, WY"
3326,fvdorganic,3/1/2024,National Fruit and Vegetable Organic Summary (FVDORGANIC)
3353,ams_3353,12/30/2023,Price and Pool - Annual
3620,ams_3620,2/13/2024,"Lonestar Stockyards Video/Internet Auction - Wildorado, TX"
2335,gu_fv030,2/8/2024,"Guadalajara, Mexico Terminal Market Onions and Potatoes Prices (GU_FV030)"
2334,gu_fv020,2/8/2024,"Guadalajara, Mexico Terminal Market Vegetables Prices (GU_FV020)"
2333,gu_fv010,2/8/2024,"Guadalajara, Mexico Terminal Market Fruit Prices (GU_FV010)"
2341,mt_fv030,2/8/2024,"Monterrey, Mexico Terminal Market Onions and Potatoes Prices (MT_FV030)"
2340,mt_fv020,2/8/2024,"Monterrey, Mexico Terminal Market Vegetables Prices (MT_FV020)"
2339,mt_fv010,2/8/2024,"Monterrey, Mexico Terminal Market Fruit Prices (MT_FV010)"
2338,mx_fv030,2/8/2024,"Mexico City, Mexico Terminal Market Onions and Potatoes Prices (MX_FV030)"
2337,mx_fv020,2/8/2024,"Mexico City, Mexico Terminal Market Vegetables Prices (MX_FV020)"
2336,mx_fv010,2/8/2024,"Mexico City, Mexico Terminal Market Fruit Prices (MX_FV010)"
2368,to_fv030,1/30/2024,"Toronto, CanadaTerminal Market Onions and Potatoes Prices (TO_FV030)"
2367,to_fv020,1/30/2024,"Toronto, Canada Terminal Market Vegetables Prices (TO_FV020)"
2366,to_fv010,1/30/2024,"Toronto, Canada Terminal Market Fruit Prices (TO_FV010)"
2361,ro_fv020,2/2/2024,"Rotterdam, The Netherlands Terminal Market Vegetables Prices (RO_FV020)"
2360,ro_fv010,2/2/2024,"Rotterdam, The Netherlands Terminal Market Fruit Prices (RO_FV010)"
1936,ams_1936,1/30/2024,"Lanier Farmers Livestock - Gainesville, GA"
1835,ams_1835,1/23/2024,"Ericson Livestock Market Feeder/Replacement Cattle Special - Ericson, NE"
1910,ams_1910,1/10/2024,"New Holland Dairy Auction - New Holland, PA"
2723,aj_fv057,1/10/2024,"Wholesale Market Asian Vegetable Report - Atlanta, GA (AJ_FV057)"
2724,aj_fv055,1/10/2024,"Wholesale Market Misc Herbs Report - Atlanta, GA (AJ_FV055)"
2725,aj_fv056,1/10/2024,"Wholesale Market Tropical F&V Report - Atlanta, GA (AJ_FV056)"
2763,bp_fv057,1/10/2024,"Wholesale Market Asian Vegetable Report - Baltimore, MD (BP_FV057)"
2764,bp_fv055,1/10/2024,"Wholesale Market Misc Herbs Report - Baltimore, MD (BP_FV055)"
2765,bp_fv056,1/10/2024,"Wholesale Market Tropical F&V Report - Baltimore, MD (BP_FV056)"
2782,hx_fv057,1/10/2024,"Wholesale Market Asian Vegetable Report - Chicago, IL (HX_FV057)"
2783,hx_fv055,1/10/2024,"Wholesale Market Misc Herbs Report - Chicago, IL (HX_FV055)"
2784,hx_fv056,1/10/2024,"Wholesale Market Tropical F&V Report - Chicago, IL (HX_FV056)"
2882,du_fv057,1/10/2024,"Wholesale Market Asian Vegetable Report - Detroit, MI (DU_FV057)"
2883,du_fv055,1/10/2024,"Wholesale Market Misc Herbs Report - Detroit, MI (DU_FV055)"
2884,du_fv056,1/10/2024,"Wholesale Market Tropical F&V Report - Detroit, MI (DU_FV056)"
2963,hc_fv057,1/10/2024,"Wholesale Market Asian Vegetable Report - Los Angeles, CA (HC_FV057)"
2964,hc_fv055,1/10/2024,"Wholesale Market Misc Herbs Report - Los Angeles, CA (HC_FV055)"
2965,hc_fv056,1/10/2024,"Wholesale Market Tropical F&V Report - Los Angeles, CA (HC_FV056)"
3036,mh_fv057,1/10/2024,"Wholesale Market Asian Vegetable Report - Miami, FL (MH_FV057)"
3037,mh_fv055,1/10/2024,"Wholesale Market Misc Herbs Report - Miami, FL (MH_FV055)"
3038,mh_fv056,1/10/2024,"Wholesale Market Tropical F&V Report - Miami, FL (MH_FV056)"
3116,na_fv057,1/10/2024,"Wholesale Market Asian Vegetable Report - Philadelphia, PA (NA_FV057)"
3117,na_fv055,1/10/2024,"Wholesale Market Misc Herbs Report - Philadelphia, PA (NA_FV055)"
3118,na_fv056,1/10/2024,"Wholesale Market Tropical F&V Report - Philadelphia, PA (NA_FV056)"
3177,sx_fv057,1/10/2024,"Wholesale Market Asian Vegetable Report - San Francisco, CA (SX_FV057)"
3178,sx_fv055,1/10/2024,"Wholesale Market Misc Herbs Report - San Francisco, CA (SX_FV055)"
3179,sx_fv056,1/10/2024,"Wholesale Market Tropical F&V Report - San Francisco, CA (SX_FV056)"
1779,ams_1779,8/30/2023,"Clovis Livestock Auction Slaughter/Replacement Cattle - Clovis, NM"
2776,bh_fv057,1/3/2024,"Wholesale Market Asian Vegetable Report - Boston, MA (BH_FV057)"
2777,bh_fv055,1/3/2024,"Wholesale Market Misc Herbs Report - Boston, MA (BH_FV055)"
2778,bh_fv056,1/3/2024,"Wholesale Market Tropical F&V Report - Boston, MA (BH_FV056)"
2794,ca_fv057,1/3/2024,"Wholesale Market Asian Vegetable Report - Columbia, SC (CA_FV057)"
2795,ca_fv055,1/3/2024,"Wholesale Market Misc Herbs Report - Columbia, SC (CA_FV055)"
2796,ca_fv056,1/3/2024,"Wholesale Market Tropical F&V Report - Columbia, SC (CA_FV056)"
3092,nx_fv057,1/3/2024,"Wholesale Market Asian Vegetable Report - New York, NY (NX_FV057)"
3093,nx_fv055,1/3/2024,"Wholesale Market Misc Herbs Report - New York, NY (NX_FV055)"
3094,nx_fv056,1/3/2024,"Wholesale Market Tropical F&V Report - New York, NY (NX_FV056)"
3343,dywdawork,12/28/2023,U.S. Dry Products Weekly Price Summary (PDF) (DYWDAWORK)
1873,ams_1873,12/15/2023,"Cattlemen's Livestock Exchange - Caldwell, WV"
2241,ams_2241,12/7/2023,"Volunteer Stockyards Feeder Cattle Video Board Sale - Greeneville, TN"
3626,ams_3626,11/28/2023,"Pulaski County Stockyard  - Feeder Cattle Board/Video Sale ? Hawkinsville, GA"
1977,ams_1977,11/25/2023,"Empire Livestock Auction - Cherry Creek, NY"
2134,ams_2134,11/3/2023,"Culpeper Ag Enterprise Feeder Cattle Board Sale - Culpeper, VA"
2085,ams_2085,11/1/2023,"Union County Livestock Graded Sheep and Goat Auction - Monroe, NC"
3676,ams_3676,10/30/2023,"KY-TN Livestock Market - Cross Plains, TN"
2031,ams_2031,10/10/2023,"Opp Livestock Feeder Cattle Board Sale - Opp, AL"
3670,ams_3670,10/6/2023,"United Producers, Inc. Special Graded Sheep and Goat Sale - Owenton, KY"
3411,ams_3411,9/28/2023,Superior Livestock Sheep Video Auction
1868,ams_1868,9/16/2023,West Virginia Weekly Cattle Auction (Board Sale) Summary
3410,ams_3410,9/9/2023,Cullman Stockyards Annual Replacement Cow and Bred Heifer Special
2407,ar_fv110,9/6/2023,Seattle Shipping Point Fruit Prices (AR_FV110)
3190,gx_gr117,9/5/2023,Central Illinois Soybean Processor Monthly Average Report (GX_GR117)
2966,dy,9/5/2023,Farmers Market - Dairy
3470,ams_3470,8/24/2023,"Farmers Regional Livestock Market - Special Graded Feeder Cattle Sale - Glasgow, K"
3673,ams_3673,8/19/2023,Hilltop Acres Sheep & Goat Auction
3103,ams_3103,8/17/2023,"Superior Livestock Video/Internet Auction (Website Catalog) - Fort Worth, TX"
2147,ams_2147,8/15/2023,"Virginia Livestock LLC Feeder Cattle Board Sale - Front Royal, VA"
1882,ams_1882,8/9/2023,"South Branch Valley Livestock Exchange Slaughter Cattle Special - Moorefield, WV"
2409,tv_fv110,8/8/2023,Thomasville Shipping Point Fruit Prices (TV_FV110)
2809,nw_ls830,7/10/2023,National Direct Delivered Feeder Pig Report (Quarterly) (NW_LS830)
1911,ams_1911,5/5/2023,"New Holland Feeder Cattle Special (Seasonal) - New Holland, PA"
2362,ro_fv030,6/30/2023,"Rotterdam, The Netherlands Terminal Market Onions and Potatoes Prices (RO_FV030)"
2197,ams_2197,6/27/2023,"Blue Grass Stockyards - Maysville, KY"
2948,al_ls627,6/20/2023,Mexico to U.S. Weekly Cattle Import Summary (Spanish) (AL_LS627)
2947,al_ls626,6/20/2023,Mexico to U.S. Weekly Cattle Import Summary (English) (AL_LS626)
2945,al_ls603,6/20/2023,Mexico to U.S.- Feeder Cattle Prices (AL_LS603)
3655,ams_3655,5/17/2023,"Livingston Stockyard Cattle Video/Board Sale - Livingston, AL"
2941,al_ls605,5/5/2023,Arizona to Mexico Livestock Exports (AL_LS605)
2824,nw_ls921,4/21/2023,Imported Beef Trade Report CSV (NW_LS921)
2121,ams_2121,4/18/2023,"Senatobia Stockyard - Senatobia, MS"
2952,al_ls635,4/6/2023,U.S. to Mexico Weekly Livestock Export Summary (AL_LS635)
2951,al_ls600,4/6/2023,Texas To Mexico Daily Livestock Exports (AL_LS600)
2950,al_ls604,4/4/2023,New Mexico to Mexico Livestock Exports (AL_LS604)
2943,al_ls602,4/4/2023,Mexico to New Mexico Livestock Imports (AL_LS602)
2944,al_ls601,4/4/2023,Mexico to Texas Livestock Imports (AL_LS601)
2946,al_ls625,4/4/2023,Mexico to U.S. Imports (AL_LS625)
2942,al_ls606,4/4/2023,Mexico to Arizona Livestock Imports (AL_LS606)
3671,ams_3671,3/30/2023,"Elite Livestock Sales Video Auction ? Tallahassee, FL"
2953,lswmexicobcwr,3/24/2023,U.S.-Mexico Livestock Trade Weekly Roundup (LSWMEXICOBCWR)
3663,ams_3663,3/13/2023,Cattle Contracts Library Summary
1726,ams_1726,2/7/2023,"Kirkwood Hay Auction - Kirkwood, PA (Tuesday)"
3449,ams_3449,1/30/2023,Daily American Pima Prices (CSV)
3448,ams_3448,1/30/2023,Daily Cotton Price Differences - San Joaquin Valley (CSV)
3447,ams_3447,1/30/2023,Daily Cotton Price Differences - Desert Southwest (CSV)
3443,ams_3443,1/30/2023,Daily Cotton Price Differences - North Delta (CSV)
3442,ams_3442,1/30/2023,Daily Cotton Price Differences - Southeastern (CSV)
3444,ams_3444,1/30/2023,Daily Cotton Price Differences - South Delta (CSV)
3445,ams_3445,1/30/2023,Daily Cotton Price Differences - East Texas ? Oklahoma (CSV)
3446,ams_3446,1/30/2023,Daily Cotton Price Differences - West Texas (CSV)
3441,ams_3441,1/30/2023,Daily Cotton Price Differences - United States Average (CSV)
3433,ams_3433,1/30/2023,Daily Tenderable Differences
3438,ams_3438,1/30/2023,Annual Cotton Price Statistics - Excel File
3436,ams_3436,1/30/2023,Daily Cotton Price Data File
3437,ams_3437,1/30/2023,Monthly Cotton Price Statistics  - Excel File
3434,ams_3434,1/30/2023,Daily Color-Leaf-Staple Differences
3435,ams_3435,1/30/2023,Daily Mike-Strength-Extraneous Matter-Uniformity Differences
3431,ams_3431,1/26/2023,Daily Spot Cotton Basis and Bales
3430,ams_3430,1/26/2023,Daily Spot Cotton Quotations - Excel File
3432,ams_3432,1/26/2023,Daily ICE Cotton Futures Settlement Prices
3216,lsdcmedeliver,1/9/2023,CME Delivery Notices - Live Cattle Afternoon (PDF) (LSDCMEDELIVER)
2205,ams_2205,1/5/2023,"United Producers Inc. - Special Feeder Cattle Sale - Harned, KY"
3619,ams_3619,12/8/2022,"Ogallala Livestock Market Video Auction - Ogallala, NE"
3439,ams_3439,12/5/2022,"Daily Base, Selected Quality Prices (CSV)"
3207,sj_ls714,11/25/2022,Cow Slaughter Under Federal Inspection by Region (Thu) (SJ_LS714)
3206,sj_ls711,11/25/2022,Actual Slaughter Under Federal Inspection (SJ_LS711)
3205,sj_ls713,11/25/2022,Actual Livestock Slaughter by Region (Thu) (SJ_LS713)
1890,ams_1890,11/21/2022,"Winter Livestock Cattle Special - Pratt, KS"
3414,ams_3414,11/18/2022,"United Producers, Inc. Cattle Video/Internet Auction - Owenton, KY"
1859,ams_1859,8/31/2022,"Sheridan Livestock Auction Co. - Rushville, NE"
2956,sj_gr235,10/31/2022,St. Louis Feedstuffs (SJ_GR235)
2262,ams_2262,10/7/2022,"Dothan Livestock Co. Cattle Special - Dothan, AL"
2233,ams_2233,10/4/2022,"Pennsylvania Livestock Auction Graded Feeder Cattle Special - Waynesburg, PA"
3440,ams_3440,10/7/2022,"Base, 7MKT Average Quotations, Futures Settlement and Differences (CSV)"
3333,sx_fv195,10/6/2022,Yakima Shipping Point Prices (SX_FV195)
2828,nw_ls447,10/3/2022,BY-PRODUCT DROP VALUE (CATTLE) (NW_LS447)
3327,wa_fv190,9/19/2022,National Truck Rate Report (TXT) (WA_FV190)
3217,lsdcmetender,9/15/2022,CME Tender Notices - Live Cattle Morning (PDF) (LSDCMETENDER)
2831,nw_ls901,9/9/2022,Pork and Beef Variety Meats Report (CSV) (NW_LS901)
2832,nw_ls902,9/9/2022,Tallow & Protein Report (CSV) (NW_LS902)
2858,pywturkey,9/2/2022,Turkey: Weekly National Fresh and Frozen Whole Young Turkeys (Fri) (PYWTURKEY)
2749,pywmsc,9/2/2022,Processed Chicken: National Mechanically Separated Chicken (Fri) (PYWMSC)
2750,pywwholebroiler,9/2/2022,Weekly National Whole Broiler/Fryer (PYWWHOLEBROILER)
2859,nw_py046,9/2/2022,Misc. Poultry: Weekly Central Region Ducklings (Fri) (NW_PY046)
2857,nw_py029,9/2/2022,Turkey: Daily National Young Turkey Parts (Fri) (NW_PY029)
2854,hc_py005,9/2/2022,Misc. Poultry: Weekly San Francisco Rabbits (Fri) (HC_PY005)
2748,aj_py038,9/2/2022,Misc. Poultry: Weekly New York City Seasonal Poultry (Wed) (AJ_PY038)
2752,nw_py015,8/31/2022,Broiler/Fryer: Weekly Fryers Available for Marketing (Wed) (NW_PY015)
2743,aj_py001,8/31/2022,Broiler/Fryer: Monthly Northeast Broiler/Fryer Parts (AJ_PY001)
2744,jk_py003,8/31/2022,Broiler/Fryer: Monthly Southern States Broiler/Fryer Parts (JK_PY003)
1960,ams_1960,6/28/2022,"Chester Livestock Exchange - Chester, SC"
2745,nw_py047,8/29/2022,Broiler/Fryer: Weekly Midwest Region Broiler/Fryer Parts (Mon) (NW_PY047)
2741,aj_py047,8/29/2022,Broiler/Fryer: Daily Northeast Broiler/Fryer Parts as of 2:00 (AJ_PY047)
2751,aj_py046,8/29/2022,Broiler/Fryer: Daily Northeast Broiler/Fryer Parts as of 11:30 (AJ_PY046)
2742,jk_py001,8/29/2022,Broiler/Fryer: Daily Southern States Broiler/Fryers Parts (JK_PY001)
2747,aj_py037,8/26/2022,Misc. Poultry: Weekly Eastern Region Miscellaneous Poultry (Fri) (AJ_PY037)
1994,ams_1994,8/22/2022,"Montgomery Stockyards Cattle Auction - Montgomery, AL"
2030,ams_2030,8/22/2022,"Montgomery Stockyards Feeder Cattle Board Sale - Montgomery, AL"
3160,co_ls185,8/19/2022,Carolina Video Load Lot Monthly Summary (CO_LS185)
3191,gx_gr211,7/29/2022,Soybean Crush Report (GX_GR211)
1820,ams_1820,8/4/2022,"Douglas County Livestock Auction - Ava, MO"
2028,ams_2028,8/2/2022,"Fort Payne Livestock Feeder Cattle Board Sale - Ft. Payne, AL"
1993,ams_1993,8/2/2022,"Fort Payne Livestock - Ft. Payne, AL"
3460,ams_3460,8/2/2022,"United Producers Inc Special Graded Feeder and Replacement Cattle Sale - Columbia,"
3197,nw_gr212,7/29/2022,Iowa Ethanol Corn and Co-Products Processing Values (NW_GR212)
3201,sf_gr112,7/29/2022,South Dakota Ethanol Corn and Co-Products Processing Values (SF_GR112)
3200,nw_gr213,7/29/2022,Nebraska Ethanol Corn & Co-Products Processing Values (Fri) (NW_GR213)
3196,gx_gr212,7/29/2022,Eastern Corn Belt Ethanol Corn & Co-Products Processing Values Report (GX_GR212)
2054,ams_2054,7/26/2022,"Ouachita Livestock Auction - Ola, AR"
3199,lsdethanol,7/15/2022,National Daily Ethanol Report (PDF) (LSDETHANOL)
2406,ra_fv130,7/25/2022,Raleigh Shipping Point Onions and Potatoes Prices (RA_FV130)
3198,sj_gr113,7/15/2022,National Daily Ethanol Report (SJ_GR113)
3154,ra_lo100,5/30/2022,North Carolina Farm-to-School Report (RA_LO100)
2298,da_fv010,5/26/2022,Dallas Terminal Market Fruit Prices (DA_FV010)
2299,da_fv020,5/26/2022,Dallas Terminal Market Vegetables Prices (DA_FV020)
2300,da_fv030,5/26/2022,Dallas Terminal Market Onions and Potatoes Prices (DA_FV030)
2301,da_fv040,5/26/2022,Dallas Terminal Market Nuts Prices (DA_FV040)
2801,da_fv057,5/26/2022,"Wholesale Market Asian Vegetable Report - Dallas, TX (DA_FV057)"
2802,da_fv055,5/26/2022,"Wholesale Market Misc Herbs Report - Dallas, TX (DA_FV055)"
2803,da_fv056,5/26/2022,"Wholesale Market Tropical F&V Report - Dallas, TX (DA_FV056)"
2797,da_fv001,5/24/2022,Dallas State Farmer's Market (DA_FV001)
2259,ams_2259,5/18/2022,"South Alabama Stockyards Feeder Cattle Board Sale - Brundidge, AL"
3419,ams_3419,4/29/2022,Wheat Protein Premium and Discount Scales
2256,ams_2256,4/27/2022,"Frisco City Stockyard Feeder Cattle Board Sale - Frisco City, AL"
2865,wa_lo101,4/11/2022,National Retail Report - Conventional vs Organic (WA_LO101)
2866,wa_lo100,4/11/2022,National Retail Report - Local and Organic (WA_LO100)
3473,ams_3473,4/5/2022,"Calhoun Stockyard Special Feeder Cattle Sale - Calhoun, GA"
3631,ams_3631,3/31/2022,"Billings Livestock Commission Cattle Video Auction - Billings, MT"
3189,gx_gr115,2/4/2022,Central Illinois Corn Processor Report (GX_GR115)
3041,ms_gr850,2/2/2022,National Feedstuffs Market Review (MS_GR850)
3042,ms_gr852,2/2/2022,Weekly Feedstuff Wholesale Prices (Wed) (MS_GR852)
3144,jo_gr215,2/1/2022,Portland Weekly Feedstuffs (JO_GR215)
3143,jo_gr225,2/1/2022,California Weekly Wholesale Feedstuff Prices (JO_GR225)
2954,sj_gr225,2/1/2022,Cornbelt Weekly feedstuffs (SJ_GR225)
3047,ms_gr117,2/1/2022,Minneapolis Soybean Processing Report (MS_GR117)
2955,sj_gr215,2/1/2022,Kansas City feedstuffs weekly summary (SJ_GR215)
3222,nw_gr116,2/1/2022,Iowa Soybean Processor Report (NW_GR116)
3221,gx_gr217,2/1/2022,"Indiana, Ohio Soybean Processors Report (GX_GR217)"
2959,lr_gr210,2/1/2022,Memphis Weekly feedstuffs prices (LR_GR210)
3040,ms_gr215,2/1/2022,Minneapolis Weekly Feedstuffs Report (MS_GR215)
2242,ams_2242,1/27/2022,Valley Video Hay Auction
2042,ams_2042,11/2/2021,"Fairview Sale Barn Replacement Cattle Special - Fairview, IL"
3220,nw_ls453,12/7/2021,MONTHLY BOXED & DISTRIBUTIVE/LCL VEAL CUTS TRADE (NW_LS453)
2266,ams_2266,10/30/2021,Davis Livestock Special Feeder Cattle Sale
3465,ams_3465,11/12/2021,"Fort Payne Livestock Replacement Cow and Heifer Special - Ft. Payne, AL"
2214,ams_2214,10/26/2021,"Wilson Livestock Market - London, KY"
3406,aw_fv160,10/18/2021,Stanwood Produce Auction Summary (AW_FV160)
2161,ams_2161,10/15/2021,"Tri-State Feeder Cattle Auction - Sioux Center, IA"
2237,ams_2237,10/10/2021,"Indiana Livestock Auction Special Feeder Cattle Sale ? Homer City, PA"
2253,ams_2253,10/7/2021,"Calhoun Stockyard Feeder Cattle Board Sale - Calhoun, GA"
1818,ams_1818,9/27/2021,"Central Missouri Sale Company - Sedalia, MO"
1952,ams_1952,9/27/2021,"Amarillo Livestock Auction - Amarillo, TX"
3508,ams_3508,9/24/2021,"Valley Livestock ? Replacement Cattle Special ? Moulton, AL"
2890,ams_2890,9/1/2021,"High Plains Video/Internet Auction - Enid, OK"
3162,ams_3162,8/3/2021,"Southeast Livestock Exchange Video/Internet Auction - Canton, NC"
3488,ams_3488,7/24/2021,"Mid State Stockyards LLP Replacement Cattle Special - Letohatchee, AL"
3166,rh_gr310,7/7/2021,Virginia Hay Report (RH_GR310)
1809,ams_1809,6/28/2021,"Patton Junction Livestock Auction - Patton Junction, MO"
1972,ams_1972,6/28/2021,"Seymour Livestock Auction - De Kalb, NY"
1982,ams_1982,6/28/2021,"Maplehurst Dairy Replacement Sale - Hinsdale, NY"
1978,ams_1978,6/28/2021,Maplehurst Livestock Auction - Hinsdale. NY
3483,ams_3483,6/7/2021,"Northwest Alabama Cattle Video/Board Sale - Russellville, AL"
1423,ams_1423,6/9/2021,"North Florida Livestock Auction - Ellisville, FL"
1512,ams_1512,5/19/2021,"St Joseph Stockyards Feeder Cattle - St Joseph, MO"
1840,ams_1840,5/13/2021,"St Joseph Stockyards Sheep/Goat - St Joseph, MO"
1510,ams_1510,5/17/2021,"St Joseph Stockyards Slaughter / Replacement Cattle - St Joseph, MO"
3477,ams_3477,4/20/2021,"Central Plains Stockyards Livestock Auction Special Sheep & Goat - Humeston, IA"
1844,ams_1844,3/6/2021,"Southern Oklahoma Livestock Auction Slaughter/Replacement Cattle Special - Ada, OK"
2878,lswlamb,3/5/2021,USDA Weekly National Lamb Market Summary  (LSWLAMB)
3474,ams_3474,3/1/2021,"Dothan Livestock Co. Board Sale - Dothan, AL"
1931,ams_1931,2/22/2021,"Swainsboro Stockyard - Swainsboro, GA"
2038,ams_2038,2/1/2021,"Anderson Livestock Auction - Willard, UT"
1883,ams_1883,5/15/2020,"Parkersburg Livestock Market - Mineral Wells, WV"
2522,ams_2522,1/5/2021,Western Cornbelt Daily Direct Hogs Afternoon (PDF) (LM_HG212)
2516,ams_2516,1/5/2021,Iowa/Minnesota Daily Direct Hogs Afternoon (PDF) (LM_HG206)
2520,ams_2520,1/5/2021,Eastern Cornbelt Daily Direct Hogs Afternoon (PDF) (LM_HG210)
2513,ams_2513,1/5/2021,National Daily Direct Hogs Afternoon (PDF) (LM_HG203)
2519,ams_2519,1/4/2021,Eastern Cornbelt Daily Direct Hogs Morning (PDF) (LM_HG209)
2512,ams_2512,1/4/2021,National Daily Direct Hogs Morning (PDF) (LM_HG202)
2515,ams_2515,1/4/2021,Iowa/Minnesota Daily Direct Hogs Morning (PDF) (LM_HG205)
2521,ams_2521,1/4/2021,Western Cornbelt Daily Direct Hogs Morning (PDF) (LM_HG211)
2706,nw_ls832,1/4/2021,Daily Direct Hog Prior Day Sow Price Comparison (NW_LS832)
2678,ams_2678,1/4/2021,Daily Direct Prior Day Sow and Boar (Purchased Swine) - Eastern Cornbelt (PDF) (LM
2676,ams_2676,1/4/2021,Daily Direct Prior Day Sow and Boar (Purchased Swine) - National (PDF) (LM_HG230)
2677,ams_2677,1/4/2021,Daily Direct Prior Day Sow and Boar (Purchased Swine) - Iowa So Minn (PDF) (LM_HG2
2679,ams_2679,1/4/2021,Daily Direct Prior Day Sow and Boar (Purchased Swine) - Western Cornbelt (PDF) (LM
2518,ams_2518,1/4/2021,Western Cornbelt Daily Direct Prior Day Purchased Swine (PDF) (LM_HG208)
2514,ams_2514,1/4/2021,Iowa/Minnesota Daily Direct Prior Day Purchased Swine (PDF) (LM_HG204)
2517,ams_2517,1/4/2021,Eastern Cornbelt Daily Direct Prior Day Purchased Swine (PDF) (LM_HG207)
2510,ams_2510,1/4/2021,National Daily Direct Prior Purchased Swine (PDF) (LM_HG200)
3157,ra_gr115,12/31/2020,North Carolina Weekly Grain Summary (RA_GR115)
1926,ams_1926,12/14/2020,"Carlisle Graded Feeder Pig Special - Carlisle, PA"
