Commodity_Desc,Commodity_Desc2,Unit_Desc,Marketing_Year,Timeperiod_Desc,Amount
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","1991/92","Oct",833.388578747037
"All wheat","Food use","1,000 bushels","1991/92","Oct",73385.5529679585
"All wheat","Wheat ground for flour","1,000 bushels","1991/92","Oct",72219
"All wheat","Nonmilled food use","1,000 bushels","1991/92","Oct",1600
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","1991/92","Oct",593.777407341226
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","1991/92","Oct",5979
"Durum","Durum food exports","1,000 grain-equivalent bushels","1991/92","Oct",109.406868556515
"Durum","Durum food use","1,000 bushels","1991/92","Oct",6463.37053878471
"All wheat","Food use","1,000 bushels","1991/92","Q1 Jun-Aug",185145.028521703
"Durum","Durum food use","1,000 bushels","1991/92","Q1 Jun-Aug",15309.4588700278
"All wheat","Food use","1,000 bushels","1991/92","Q2 Sep-Nov",212758.516941101
"Durum","Durum food use","1,000 bushels","1991/92","Q2 Sep-Nov",17607.8817401248
"All wheat","Food use","1,000 bushels","1991/92","Q3 Dec-Feb",192730.345328789
"Durum","Durum food use","1,000 bushels","1991/92","Q3 Dec-Feb",17495.734125072
"All wheat","Food use","1,000 bushels","1991/92","Q4 Mar-May",194234.572425226
"Durum","Durum food use","1,000 bushels","1991/92","Q4 Mar-May",18897.3453374713
"All wheat","Food exports","1,000 grain-equivalent bushels","1991/92","Sep",4038.70137565203
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","1991/92","Sep",662.10926803387
"All wheat","Food use","1,000 bushels","1991/92","Sep",65926.4078923818
"All wheat","Wheat ground for flour","1,000 bushels","1991/92","Sep",67703
"All wheat","Nonmilled food use","1,000 bushels","1991/92","Sep",1600
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","1991/92","Sep",478.616006497462
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","1991/92","Sep",4525
"Durum","Durum food exports","1,000 grain-equivalent bushels","1991/92","Sep",99.988237436348
"Durum","Durum food use","1,000 bushels","1991/92","Sep",4903.62776906111
"All wheat","Food exports","1,000 grain-equivalent bushels","1992/93","Apr",7539.30971902169
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","1992/93","Apr",1129.29251660908
"All wheat","Food use","1,000 bushels","1992/93","Apr",67303.9827975874
"All wheat","Wheat ground for flour","1,000 bushels","1992/93","Apr",71964
"All wheat","Nonmilled food use","1,000 bushels","1992/93","Apr",1750
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","1992/93","Apr",5612
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","1992/93","Apr",708.5074824968
"Durum","Durum food exports","1,000 grain-equivalent bushels","1992/93","Apr",91.8032531281047
"Durum","Durum food use","1,000 bushels","1992/93","Apr",6228.7042293687
"All wheat","Food exports","1,000 grain-equivalent bushels","1992/93","Aug",2970.07386022454
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","1992/93","Aug",1557.79987893199
"All wheat","Food use","1,000 bushels","1992/93","Aug",77596.7260187075
"All wheat","Wheat ground for flour","1,000 bushels","1992/93","Aug",77309
"All wheat","Nonmilled food use","1,000 bushels","1992/93","Aug",1700
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","1992/93","Aug",652.530795626654
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","1992/93","Aug",6028
"Durum","Durum food exports","1,000 grain-equivalent bushels","1992/93","Aug",146.482853082127
"Durum","Durum food use","1,000 bushels","1992/93","Aug",6534.04794254453
"All wheat","Food exports","1,000 grain-equivalent bushels","1992/93","Dec",4002.64385853001
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","1992/93","Dec",1024.59661207943
"All wheat","Food use","1,000 bushels","1992/93","Dec",64216.9527535494
"All wheat","Wheat ground for flour","1,000 bushels","1992/93","Dec",65495
"All wheat","Nonmilled food use","1,000 bushels","1992/93","Dec",1700
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","1992/93","Dec",5190
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","1992/93","Dec",664.799267742566
"Durum","Durum food exports","1,000 grain-equivalent bushels","1992/93","Dec",137.879000585966
"Durum","Durum food use","1,000 bushels","1992/93","Dec",5716.9202671566
"All wheat","Food exports","1,000 grain-equivalent bushels","1992/93","Feb",7833.844663358
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","1992/93","Feb",680.711796444135
"All wheat","Food use","1,000 bushels","1992/93","Feb",64552.8671330861
"All wheat","Wheat ground for flour","1,000 bushels","1992/93","Feb",69956
"All wheat","Nonmilled food use","1,000 bushels","1992/93","Feb",1750
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","1992/93","Feb",441.533526902641
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","1992/93","Feb",6100
"Durum","Durum food exports","1,000 grain-equivalent bushels","1992/93","Feb",134.334732027092
"Durum","Durum food use","1,000 bushels","1992/93","Feb",6407.19879487555
"All wheat","Food exports","1,000 grain-equivalent bushels","1992/93","Jan",2447.25757874549
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","1992/93","Jan",898.689558097431
"All wheat","Food use","1,000 bushels","1992/93","Jan",68267.4319793519
"All wheat","Wheat ground for flour","1,000 bushels","1992/93","Jan",68066
"All wheat","Nonmilled food use","1,000 bushels","1992/93","Jan",1750
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","1992/93","Jan",5771
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","1992/93","Jan",557.890572044888
"Durum","Durum food exports","1,000 grain-equivalent bushels","1992/93","Jan",144.343499857076
"Durum","Durum food use","1,000 bushels","1992/93","Jan",6184.54707218781
"All wheat","Food exports","1,000 grain-equivalent bushels","1992/93","Jul",5358.88190845552
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","1992/93","Jul",1055.71319075598
"All wheat","Food use","1,000 bushels","1992/93","Jul",67409.8312823005
"All wheat","Wheat ground for flour","1,000 bushels","1992/93","Jul",70013
"All wheat","Nonmilled food use","1,000 bushels","1992/93","Jul",1700
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","1992/93","Jul",724.036116423234
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","1992/93","Jul",4835
"Durum","Durum food exports","1,000 grain-equivalent bushels","1992/93","Jul",91.9690741951221
"Durum","Durum food use","1,000 bushels","1992/93","Jul",5467.06704222811
"All wheat","Food exports","1,000 grain-equivalent bushels","1992/93","Jun",3350.87981790756
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","1992/93","Jun",950.039815269444
"All wheat","Food use","1,000 bushels","1992/93","Jun",66460.1599973619
"All wheat","Wheat ground for flour","1,000 bushels","1992/93","Jun",67161
"All wheat","Nonmilled food use","1,000 bushels","1992/93","Jun",1700
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","1992/93","Jun",630.184168432345
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","1992/93","Jun",5084
"Durum","Durum food exports","1,000 grain-equivalent bushels","1992/93","Jun",116.858442996117
"Durum","Durum food use","1,000 bushels","1992/93","Jun",5597.32572543623
"All wheat","Food exports","1,000 grain-equivalent bushels","1992/93","Mar",5953.37444037694
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","1992/93","Mar",1075.06399879066
"All wheat","Food use","1,000 bushels","1992/93","Mar",73111.6895584137
"All wheat","Wheat ground for flour","1,000 bushels","1992/93","Mar",76240
"All wheat","Nonmilled food use","1,000 bushels","1992/93","Mar",1750
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","1992/93","Mar",6302
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","1992/93","Mar",705.899459625247
"Durum","Durum food exports","1,000 grain-equivalent bushels","1992/93","Mar",132.010308565252
"Durum","Durum food use","1,000 bushels","1992/93","Mar",6875.88915106
"All wheat","Food exports","1,000 grain-equivalent bushels","1992/93","May",5362.52081968712
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","1992/93","May",1135.27456239166
"All wheat","Food use","1,000 bushels","1992/93","May",67118.7537427045
"All wheat","Wheat ground for flour","1,000 bushels","1992/93","May",69596
"All wheat","Nonmilled food use","1,000 bushels","1992/93","May",1750
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","1992/93","May",673.339453706622
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","1992/93","May",5271
"Durum","Durum food exports","1,000 grain-equivalent bushels","1992/93","May",120.59538959544
"Durum","Durum food use","1,000 bushels","1992/93","May",5823.74406411118
"All wheat","Food use","1,000 bushels","1992/93","MY Jun-May",834852.878717064
"Durum","Durum food use","1,000 bushels","1992/93","MY Jun-May",73935.992889624
"All wheat","Food exports","1,000 grain-equivalent bushels","1992/93","Nov",4608.78366001524
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","1992/93","Nov",1048.23591637854
"All wheat","Food use","1,000 bushels","1992/93","Nov",70039.4522563633
"All wheat","Wheat ground for flour","1,000 bushels","1992/93","Nov",71900
"All wheat","Nonmilled food use","1,000 bushels","1992/93","Nov",1700
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","1992/93","Nov",6007
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","1992/93","Nov",633.847144638672
"Durum","Durum food exports","1,000 grain-equivalent bushels","1992/93","Nov",152.056757106405
"Durum","Durum food use","1,000 bushels","1992/93","Nov",6488.79038753227
"All wheat","Food exports","1,000 grain-equivalent bushels","1992/93","Oct",3912.60858598941
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","1992/93","Oct",1043.51080258208
"All wheat","Food use","1,000 bushels","1992/93","Oct",76738.9022165927
"All wheat","Wheat ground for flour","1,000 bushels","1992/93","Oct",77908
"All wheat","Nonmilled food use","1,000 bushels","1992/93","Oct",1700
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","1992/93","Oct",618.045655704211
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","1992/93","Oct",6431
"Durum","Durum food exports","1,000 grain-equivalent bushels","1992/93","Oct",158.43641575844
"Durum","Durum food use","1,000 bushels","1992/93","Oct",6890.60923994577
"All wheat","Food use","1,000 bushels","1992/93","Q1 Jun-Aug",211466.71729837
"Durum","Durum food use","1,000 bushels","1992/93","Q1 Jun-Aug",17598.4407102089
"All wheat","Food use","1,000 bushels","1992/93","Q2 Sep-Nov",218814.483454001
"Durum","Durum food use","1,000 bushels","1992/93","Q2 Sep-Nov",19100.5486006553
"All wheat","Food use","1,000 bushels","1992/93","Q3 Dec-Feb",197037.251865987
"Durum","Durum food use","1,000 bushels","1992/93","Q3 Dec-Feb",18308.66613422
"All wheat","Food use","1,000 bushels","1992/93","Q4 Mar-May",207534.426098706
"Durum","Durum food use","1,000 bushels","1992/93","Q4 Mar-May",18928.3374445399
"All wheat","Food exports","1,000 grain-equivalent bushels","1992/93","Sep",2393.25622807115
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","1992/93","Sep",857.385209116135
"All wheat","Food use","1,000 bushels","1992/93","Sep",72036.128981045
"All wheat","Wheat ground for flour","1,000 bushels","1992/93","Sep",71872
"All wheat","Nonmilled food use","1,000 bushels","1992/93","Sep",1700
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","1992/93","Sep",5307
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","1992/93","Sep",543.427345573805
"Durum","Durum food exports","1,000 grain-equivalent bushels","1992/93","Sep",129.278372396511
"Durum","Durum food use","1,000 bushels","1992/93","Sep",5721.14897317729
"All wheat","Food exports","1,000 grain-equivalent bushels","1993/94","Apr",4347.17567318534
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","1993/94","Apr",1651.41859635474
"All wheat","Food use","1,000 bushels","1993/94","Apr",72156.2429231694
"All wheat","Wheat ground for flour","1,000 bushels","1993/94","Apr",73002
"All wheat","Nonmilled food use","1,000 bushels","1993/94","Apr",1850
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","1993/94","Apr",856.74977544243
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","1993/94","Apr",5879
"Durum","Durum food exports","1,000 grain-equivalent bushels","1993/94","Apr",148.998390900414
"Durum","Durum food use","1,000 bushels","1993/94","Apr",6586.75138454202
"All wheat","Food exports","1,000 grain-equivalent bushels","1993/94","Aug",1849.3673488382
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","1993/94","Aug",1304.03528911403
"All wheat","Food use","1,000 bushels","1993/94","Aug",76485.6679402758
"All wheat","Wheat ground for flour","1,000 bushels","1993/94","Aug",75231
"All wheat","Nonmilled food use","1,000 bushels","1993/94","Aug",1800
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","1993/94","Aug",675.093297913205
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","1993/94","Aug",5879
"Durum","Durum food exports","1,000 grain-equivalent bushels","1993/94","Aug",124.447884340374
"Durum","Durum food use","1,000 bushels","1993/94","Aug",6429.64541357283
"All wheat","Food exports","1,000 grain-equivalent bushels","1993/94","Dec",3261.8020833472
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","1993/94","Dec",1401.20179098934
"All wheat","Food use","1,000 bushels","1993/94","Dec",76286.3997076421
"All wheat","Wheat ground for flour","1,000 bushels","1993/94","Dec",76347
"All wheat","Nonmilled food use","1,000 bushels","1993/94","Dec",1800
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","1993/94","Dec",6526
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","1993/94","Dec",776.402849090524
"Durum","Durum food exports","1,000 grain-equivalent bushels","1993/94","Dec",102.775027032882
