Commodity_Desc,Commodity_Desc2,Attribute_Desc,Geography_Desc,Unit_Desc,Marketing_Year,Timeperiod_Desc,Amount
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","1992/93","Q2 Sep-Nov",9.46666666666667
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","1992/93","Q2 Sep-Nov",2.65770666666667
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","1992/93","Q2 Sep-Nov",10.9037066666667
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","1992/93","Q2 Sep-Nov",8.246
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","1992/93","Q2 Sep-Nov",1.43704
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","1992/93","Q3 Dec-Feb",9.86666666666667
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","1992/93","Q3 Dec-Feb",1.45774
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","1992/93","Q3 Dec-Feb",2.34880666666667
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","1992/93","Q3 Dec-Feb",11.3244066666667
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","1992/93","Q3 Dec-Feb",8.9756
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","1992/93","Q4 Mar-May",9.78333333333333
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","1992/93","Q4 Mar-May",8.4284
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","1992/93","Q4 Mar-May",1.12884
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","1992/93","Q4 Mar-May",2.48377333333333
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","1992/93","Q4 Mar-May",10.9121733333333
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","1993/94","MY Jun-May",1.45628333333333
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","1993/94","MY Jun-May",10.0263
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","1993/94","MY Jun-May",10.3375
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","1993/94","MY Jun-May",1.76748333333333
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","1993/94","MY Jun-May",11.7937833333333
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","1993/94","Q1 Jun-Aug",9.8
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","1993/94","Q1 Jun-Aug",8.6412
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","1993/94","Q1 Jun-Aug",10.8941866666667
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","1993/94","Q1 Jun-Aug",1.09418666666667
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","1993/94","Q1 Jun-Aug",2.25298666666667
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","1993/94","Q2 Sep-Nov",10.4804
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","1993/94","Q2 Sep-Nov",10.4666666666667
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","1993/94","Q2 Sep-Nov",1.5426
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","1993/94","Q2 Sep-Nov",12.023
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","1993/94","Q2 Sep-Nov",1.55633333333333
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","1993/94","Q3 Dec-Feb",10.8333333333333
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","1993/94","Q3 Dec-Feb",1.78909333333333
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","1993/94","Q3 Dec-Feb",10.8984
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","1993/94","Q3 Dec-Feb",1.72402666666667
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","1993/94","Q3 Dec-Feb",12.6224266666667
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","1993/94","Q4 Mar-May",10.25
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","1993/94","Q4 Mar-May",10.0852
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","1993/94","Q4 Mar-May",1.55032
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","1993/94","Q4 Mar-May",11.63552
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","1993/94","Q4 Mar-May",1.38552
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","1994/95","MY Jun-May",1.21187
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","1994/95","MY Jun-May",11.7077033333333
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","1994/95","MY Jun-May",2.46040333333333
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","1994/95","MY Jun-May",10.4958333333333
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","1994/95","MY Jun-May",9.2473
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","1994/95","Q1 Jun-Aug",9.71666666666667
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","1994/95","Q1 Jun-Aug",8.5576
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","1994/95","Q1 Jun-Aug",2.42989333333333
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","1994/95","Q1 Jun-Aug",10.9874933333333
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","1994/95","Q1 Jun-Aug",1.27082666666667
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","1994/95","Q2 Sep-Nov",12.088
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","1994/95","Q2 Sep-Nov",2.36
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","1994/95","Q2 Sep-Nov",10.8
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","1994/95","Q2 Sep-Nov",9.728
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","1994/95","Q2 Sep-Nov",1.288
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","1994/95","Q3 Dec-Feb",10.6333333333333
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","1994/95","Q3 Dec-Feb",1.18864
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","1994/95","Q3 Dec-Feb",2.39797333333333
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","1994/95","Q3 Dec-Feb",11.8219733333333
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","1994/95","Q3 Dec-Feb",9.424
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","1994/95","Q4 Mar-May",1.10001333333333
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","1994/95","Q4 Mar-May",10.8333333333333
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","1994/95","Q4 Mar-May",2.65374666666667
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","1994/95","Q4 Mar-May",11.9333466666667
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","1994/95","Q4 Mar-May",9.2796
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","1995/96","MY Jun-May",15.278481
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","1995/96","MY Jun-May",2.305281
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","1995/96","MY Jun-May",12.9732
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","1995/96","MY Jun-May",13.35
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","1995/96","MY Jun-May",1.928481
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","1995/96","Q1 Jun-Aug",1.21013733333333
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","1995/96","Q1 Jun-Aug",11.514
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","1995/96","Q1 Jun-Aug",12.45
